metric,value
rows,10
duration_s,12.020000
total_distance_m,0.915307
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.494300
end_y_m,0.375900
max_segment_speed_mps,1.800111
mean_segment_speed_mps,0.216649
speed_spike_threshold_mps,0.800000
speed_spike_count,1
end_stable_x_m,-0.077000
end_stable_y_m,-0.119300
end_jump_flag,1
end_jump_distance_m,0.756047
end_jump_dt_s,0.420000
