elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.32,0.0000,0.0000,-0.0086,-0.0009,0.0000,0.0000,-0.0086,-0.0009
22.62,-0.0055,-0.0001,-0.0150,-0.0028,-0.0055,-0.0001,-0.0150,-0.0028
23.62,-0.0204,-0.0025,-0.0213,-0.0057,-0.0204,-0.0025,-0.0213,-0.0057
24.72,-0.0342,-0.0085,-0.0324,-0.0115,-0.0342,-0.0085,-0.0324,-0.0115
25.72,-0.0462,-0.0174,-0.0439,-0.0199,-0.0462,-0.0174,-0.0439,-0.0199
26.73,-0.0557,-0.0289,-0.0538,-0.0324,-0.0557,-0.0289,-0.0538,-0.0324
27.82,-0.0628,-0.0421,-0.0624,-0.0546,-0.0628,-0.0421,-0.0624,-0.0546
28.91,-0.0702,-0.0654,0.0457,0.0241,-0.0702,-0.0654,0.0457,0.0241
29.92,-0.0770,-0.1193,0.0711,0.0373,-0.0770,-0.1193,0.0711,0.0373
30.34,0.4943,0.3759,0.1157,0.0637,0.4943,0.3759,0.1157,0.0637
