elapsed_s,area_m2,percent_known,known_cells,total_cells
10.15,4.875,86.21,1950,2262
12.03,4.875,86.21,1950,2262
13.79,4.875,86.21,1950,2262
14.81,4.875,86.21,1950,2262
15.63,4.875,86.21,1950,2262
16.43,4.875,86.21,1950,2262
17.60,4.875,86.21,1950,2262
18.00,4.875,86.21,1950,2262
19.04,4.875,86.21,1950,2262
20.30,4.875,86.21,1950,2262
21.17,4.875,86.21,1950,2262
22.00,4.875,86.21,1950,2262
23.01,4.875,86.21,1950,2262
24.00,4.875,86.21,1950,2262
25.00,4.875,86.21,1950,2262
26.04,4.875,86.21,1950,2262
27.01,4.875,86.21,1950,2262
28.03,4.875,86.21,1950,2262
29.16,5.405,93.19,2162,2320
30.00,5.405,93.19,2162,2320
