elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
21.63,0.0000,0.0000,0.0000,0.0000
29.31,-0.0051,-0.0001,-0.0051,-0.0001
30.35,-0.0102,-0.0003,-0.0102,-0.0003
31.54,-0.0309,-0.0009,-0.0309,-0.0009
32.62,-0.0405,-0.0013,-0.0405,-0.0013
33.83,-0.0651,-0.0083,-0.0651,-0.0083
34.93,-0.0836,-0.0223,-0.0836,-0.0223
36.04,-0.0874,-0.0275,-0.0874,-0.0275
36.92,0.5010,0.4174,0.5010,0.4174
37.92,0.5003,0.4121,0.5003,0.4121
38.93,0.4986,0.4193,0.4986,0.4193
39.93,0.4950,0.4250,0.4950,0.4250
40.95,0.5074,0.4071,0.5074,0.4071
42.03,0.5294,0.3962,0.5294,0.3962
43.04,0.5148,0.4080,0.5148,0.4080
43.52,0.5720,0.4431,0.5720,0.4431
44.44,0.6227,0.4692,0.6227,0.4692
45.52,0.6457,0.4941,0.6457,0.4941
46.22,0.4030,0.7626,0.4030,0.7626
47.22,0.4045,0.7627,0.4045,0.7627
48.22,0.4029,0.7604,0.4029,0.7604
49.36,0.3959,0.7488,0.3959,0.7488
50.42,0.4031,0.7611,0.4031,0.7611
51.55,0.4030,0.7609,0.4030,0.7609
60.51,0.4035,0.7621,0.4035,0.7621
