elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
21.63,0.0000,0.0000,-0.0051,-0.0001,0.0000,0.0000,-0.0051,-0.0001
29.31,-0.0051,-0.0001,-0.0116,-0.0003,-0.0051,-0.0001,-0.0116,-0.0003
30.35,-0.0102,-0.0003,-0.0173,-0.0005,-0.0102,-0.0003,-0.0173,-0.0005
31.54,-0.0309,-0.0009,-0.0304,-0.0022,-0.0309,-0.0009,-0.0304,-0.0022
32.62,-0.0405,-0.0013,-0.0461,-0.0066,-0.0405,-0.0013,-0.0461,-0.0066
33.83,-0.0651,-0.0083,-0.0615,-0.0121,-0.0651,-0.0083,-0.0615,-0.0121
34.93,-0.0836,-0.0223,0.0449,0.0716,-0.0836,-0.0223,0.0449,0.0716
36.04,-0.0874,-0.0275,0.1530,0.1543,-0.0874,-0.0275,0.1530,0.1543
36.92,0.5010,0.4174,0.2658,0.2398,0.5010,0.4174,0.2658,0.2398
37.92,0.5003,0.4121,0.3815,0.3293,0.5003,0.4121,0.3815,0.3293
38.93,0.4986,0.4193,0.5005,0.4162,0.4986,0.4193,0.5005,0.4162
39.93,0.4950,0.4250,0.5061,0.4120,0.4950,0.4250,0.5061,0.4120
40.95,0.5074,0.4071,0.5091,0.4111,0.5074,0.4071,0.5091,0.4111
42.03,0.5294,0.3962,0.5237,0.4159,0.5294,0.3962,0.5237,0.4159
43.04,0.5148,0.4080,0.5493,0.4247,0.5148,0.4080,0.5493,0.4247
43.52,0.5720,0.4431,0.5769,0.4421,0.5720,0.4431,0.5769,0.4421
44.44,0.6227,0.4692,0.5517,0.5154,0.6227,0.4692,0.5517,0.5154
45.52,0.6457,0.4941,0.5296,0.5864,0.6457,0.4941,0.5296,0.5864
46.22,0.4030,0.7626,0.4958,0.6498,0.4030,0.7626,0.4958,0.6498
47.22,0.4045,0.7627,0.4504,0.7057,0.4045,0.7627,0.4504,0.7057
48.22,0.4029,0.7604,0.4019,0.7591,0.4029,0.7604,0.4019,0.7591
49.36,0.3959,0.7488,0.4019,0.7588,0.3959,0.7488,0.4019,0.7588
50.42,0.4031,0.7611,0.4017,0.7586,0.4031,0.7611,0.4017,0.7586
51.55,0.4030,0.7609,0.4014,0.7582,0.4030,0.7609,0.4014,0.7582
60.51,0.4035,0.7621,0.4032,0.7613,0.4035,0.7621,0.4032,0.7613
