elapsed_s,area_m2,percent_known,known_cells,total_cells
12.36,4.768,84.31,1907,2262
14.75,4.768,84.31,1907,2262
16.66,4.768,84.31,1907,2262
17.98,4.768,84.31,1907,2262
19.99,4.768,84.31,1907,2262
21.98,4.768,84.31,1907,2262
24.61,5.108,88.79,2043,2301
26.25,5.153,86.63,2061,2379
28.96,5.318,62.49,2127,3404
30.27,5.475,52.37,2190,4182
32.28,5.573,53.30,2229,4182
33.98,5.573,53.30,2229,4182
36.00,5.588,53.44,2235,4182
38.05,5.588,53.44,2235,4182
40.00,5.588,53.44,2235,4182
41.98,5.588,53.44,2235,4182
43.98,5.588,53.44,2235,4182
46.08,5.588,53.44,2235,4182
48.00,5.588,53.44,2235,4182
49.98,5.588,53.44,2235,4182
51.99,5.588,53.44,2235,4182
53.99,5.588,53.44,2235,4182
57.09,5.588,53.44,2235,4182
57.98,5.588,53.44,2235,4182
60.02,5.588,53.44,2235,4182
61.98,5.600,53.56,2240,4182
63.98,5.620,53.75,2248,4182
66.67,5.628,53.83,2251,4182
68.06,5.640,53.95,2256,4182
