elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
7.36,-0.0068,0.1587,-0.0195,0.4584
7.69,-0.9232,-0.1450,-1.2195,-0.1916
8.33,-0.4870,0.9893,-0.6195,1.2584
10.71,-1.5773,0.4031,-1.7695,0.4584
16.17,0.3430,0.5659,0.4214,0.7499
17.75,-0.9904,1.0053,-1.1286,1.1499
19.27,-1.4867,-0.2309,-1.7786,-0.3001
24.93,-0.1015,0.8011,-0.1286,1.0999
26.35,-1.5782,1.0347,-1.8286,1.1999
37.29,-1.9341,-0.2398,-2.1327,-0.2635
49.33,-1.7921,0.9533,-2.0784,1.0426
157.51,-2.1011,1.3972,-2.2784,1.4897
166.71,-1.5076,0.9978,-1.7784,1.1269
179.51,-1.9512,1.2342,-2.1284,1.3269
192.33,-1.5053,1.0028,-1.7784,1.1269
204.49,-1.9491,1.2383,-2.1284,1.3269
217.31,-1.5086,0.9947,-1.7784,1.1258
230.02,-1.9509,1.2837,-2.1284,1.3758
242.54,-1.5084,0.9950,-1.7784,1.1258
254.59,-1.9511,1.2833,-2.1284,1.3758
268.96,-1.5088,0.9943,-1.7784,1.1258
277.32,-1.9509,1.2838,-2.1284,1.3758
290.24,-1.5079,0.9961,-1.7784,1.1258
302.58,-1.9511,1.2833,-2.1284,1.3758
318.33,-1.5078,0.9964,-1.7784,1.1258
329.36,-1.9002,1.2316,-2.0784,1.3222
338.04,-1.4597,0.9889,-1.7284,1.1222
350.54,-1.9005,1.2310,-2.0784,1.3222
