elapsed_s,area_m2,percent_known,known_cells,total_cells
0.74,4.628,81.61,1851,2268
2.15,4.628,81.61,1851,2268
2.90,4.628,81.61,1851,2268
3.65,4.628,81.61,1851,2268
5.00,4.628,81.61,1851,2268
5.76,4.628,81.61,1851,2268
7.00,4.628,81.61,1851,2268
7.77,4.628,81.61,1851,2268
8.66,4.628,81.61,1851,2268
9.57,4.628,81.61,1851,2268
10.79,4.628,81.61,1851,2268
11.43,4.628,81.61,1851,2268
12.64,4.628,81.61,1851,2268
13.51,4.628,81.61,1851,2268
14.48,4.628,81.61,1851,2268
15.14,4.628,81.61,1851,2268
16.24,4.628,81.61,1851,2268
17.25,4.628,81.61,1851,2268
18.13,4.628,81.61,1851,2268
19.13,4.628,81.61,1851,2268
20.11,4.628,81.61,1851,2268
21.19,4.628,81.61,1851,2268
22.11,4.628,81.61,1851,2268
23.11,4.628,81.61,1851,2268
24.11,4.628,81.61,1851,2268
25.11,4.628,81.61,1851,2268
26.11,4.628,81.61,1851,2268
27.12,4.628,81.61,1851,2268
28.11,4.628,81.61,1851,2268
29.11,4.628,81.61,1851,2268
30.11,4.628,81.61,1851,2268
31.12,4.628,81.61,1851,2268
32.12,4.628,81.61,1851,2268
33.45,5.403,95.28,2161,2268
34.16,5.403,95.28,2161,2268
35.11,5.510,95.41,2204,2310
36.37,5.510,95.41,2204,2310
37.11,5.510,95.41,2204,2310
38.11,5.510,95.41,2204,2310
39.20,5.575,94.81,2230,2352
40.11,5.575,94.81,2230,2352
