elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
17.11,0.2193,0.1256,0.4796,0.2748
17.79,-0.6860,-0.2299,-0.9704,-0.3252
18.36,-1.5238,-0.2304,-1.8204,-0.2752
21.19,-1.2129,0.6100,-1.4704,0.7639
28.74,0.6759,0.8024,0.8230,1.0639
36.37,-1.7381,0.9653,-1.9987,1.1139
40.76,-0.8124,0.5146,-1.0987,0.6042
52.91,-1.7042,0.8964,-1.9594,1.0542
65.24,-1.1947,0.7201,-1.4631,0.8542
74.14,-0.4444,0.3454,-0.6989,0.5042
78.16,-1.7074,0.9762,-1.9489,1.1542
87.21,-1.0457,0.6866,-1.2945,0.8542
100.27,-1.5426,0.8912,-1.7945,1.0542
112.96,-0.8190,0.5563,-1.0445,0.7542
125.97,-1.5993,0.9813,-1.8445,1.1542
138.91,-0.8625,0.6140,-1.0945,0.8042
151.07,-1.6027,0.9765,-1.8445,1.1542
163.46,-1.0672,0.8084,-1.2945,1.0042
176.37,-1.5988,0.9819,-1.8445,1.1542
189.01,0.8737,0.3517,1.0555,0.5903
