elapsed_s,x_m,y_m
10.43,0.0000,0.0000
72.82,-0.1979,-0.0551
74.12,-0.3059,-0.2379
74.51,-0.1199,-0.1126
75.37,0.0839,0.0486
75.72,0.2078,0.2089
76.81,0.1250,0.0239
77.85,0.0356,-0.1633
78.92,0.0195,-0.3703
79.41,0.1411,-0.2036
80.61,0.0791,-0.0113
82.31,0.0556,0.2704
83.51,0.2145,0.4333
85.51,0.0614,0.2502
86.81,0.1838,0.4091
87.59,0.3713,0.5496
90.31,0.2148,0.4063
91.51,0.0424,0.2458
97.71,0.2479,0.2615
100.11,0.4062,0.6283
101.00,0.4880,0.8163
111.10,0.4592,0.6166
116.52,0.4425,0.8213
118.01,0.3480,0.5526
125.71,0.4952,0.7339
126.91,0.5462,0.9432
127.80,0.4028,0.7097
128.81,0.3479,0.5015
129.81,0.3189,0.3016
132.40,0.3605,0.5278
139.30,0.2621,0.3365
140.51,0.1419,0.1582
141.91,0.2999,0.3012
143.03,0.3964,0.5262
146.71,0.5100,0.6927
153.31,0.3923,0.5186
154.50,0.1943,0.4318
159.10,0.3877,0.4889
161.61,0.1945,0.3987
167.80,0.2682,0.5874
171.14,0.0752,0.6780
174.17,0.2711,0.5327
174.41,0.2247,0.7471
175.81,0.4125,0.4421
179.50,0.6111,0.4136
180.50,0.8034,0.3580
180.81,0.8004,0.1269
180.91,0.7464,-0.0711
206.41,0.6566,0.1098
