elapsed_s,frontier_x_m,frontier_y_m
2.89,-1.7697,0.0169
2.89,0.4303,-0.6831
2.89,-1.1197,0.7669
2.89,0.4303,0.7669
6.69,-1.7697,0.0169
6.69,0.4303,-0.6831
6.69,-1.1197,0.7669
6.69,0.4303,0.7669
8.30,-1.7697,0.0169
8.30,0.4303,-0.6831
8.30,-1.1197,0.7669
8.30,0.4303,0.7669
11.44,-1.7697,0.0169
11.44,0.4303,-0.6831
11.44,-1.1197,0.7669
11.44,0.4303,0.7669
12.71,-1.7697,0.0169
12.71,0.4303,-0.6831
12.71,-1.1197,0.7669
12.71,0.4303,0.7669
14.54,-1.7697,0.0169
14.54,0.4303,-0.6831
14.54,-1.1197,0.7669
14.54,0.4303,0.7669
17.78,-1.7697,0.0169
17.78,0.4303,-0.6831
17.78,-1.1197,0.7669
17.78,0.4303,0.7669
19.77,-1.7697,0.0169
19.77,0.4303,-0.6831
19.77,-1.1197,0.7669
19.77,0.4303,0.7669
21.78,-1.7697,0.0169
21.78,0.4303,-0.6831
21.78,-1.1197,0.7669
21.78,0.4303,0.7669
24.09,-1.7697,0.0169
24.09,0.4303,-0.6831
24.09,-1.1197,0.7669
24.09,0.4303,0.7669
27.08,-1.7697,0.0169
27.08,0.4303,-0.6831
27.08,-1.1197,0.7669
27.08,0.4303,0.7669
29.28,-1.9697,-0.7859
29.28,-2.2197,0.2641
29.28,-2.0197,0.8141
30.79,-2.2197,0.2103
