elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
20.71,-0.0206,-0.3006,-0.0411,-0.5999
21.05,-0.9231,-0.4649,-1.1911,-0.5999
21.38,-1.1088,0.3986,-1.3911,0.5001
25.45,-1.7008,-0.8673,-1.9692,-1.0014
30.10,-0.6195,0.0344,-0.9192,0.0486
31.32,-1.5711,0.1645,-1.8692,0.1986
32.81,0.3013,-0.6529,0.3308,-0.9514
40.10,-1.0711,0.0844,-1.2706,0.0986
42.59,-1.9465,-0.9449,-2.2206,-1.0669
43.65,1.3073,0.0979,1.5794,0.2241
44.04,1.1743,-0.8180,1.4294,-0.9759
44.49,0.4184,0.5767,0.3794,0.8741
46.17,2.6465,0.2241,2.9294,0.3241
46.59,-0.4025,0.9257,-0.5706,1.1741
52.76,0.5774,-0.8541,0.7794,-1.0759
54.35,-0.7206,-0.3266,-1.0206,-0.3259
56.07,0.9091,0.4205,1.1294,0.6241
57.75,1.5084,-0.9973,1.7794,-1.1259
58.36,0.4648,1.3311,0.5294,1.6241
58.99,-1.5782,0.0569,-1.8706,0.1241
59.74,1.8382,0.1020,2.1294,0.1741
60.69,-1.5901,-0.9695,-1.8706,-1.0759
61.39,-0.6901,1.3040,-0.8206,1.5741
62.05,2.6371,0.2567,2.9294,0.3241
