elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
10.99,0.0000,0.0000,-0.0275,-0.0017,0.0000,0.0000,-0.0275,-0.0017
34.70,-0.0141,-0.0006,-0.0512,-0.0038,-0.0141,-0.0006,-0.0512,-0.0038
35.30,-0.0685,-0.0046,-0.0762,-0.0064,-0.0685,-0.0046,-0.0762,-0.0064
35.93,-0.1222,-0.0101,-0.0981,-0.0089,-0.1222,-0.0101,-0.0981,-0.0089
36.60,-0.1763,-0.0169,-0.0879,-0.0083,-0.1763,-0.0169,-0.0879,-0.0083
37.51,-0.1092,-0.0121,-0.0622,-0.0066,-0.1092,-0.0121,-0.0622,-0.0066
37.71,0.0369,0.0021,-0.0293,-0.0041,0.0369,0.0021,-0.0293,-0.0041
38.72,0.0596,0.0042,0.0037,-0.0030,0.0596,0.0042,0.0037,-0.0030
39.82,0.0427,0.0023,0.0136,-0.0091,0.0427,0.0023,0.0136,-0.0091
40.72,-0.0113,-0.0115,-0.0149,-0.0266,-0.0113,-0.0115,-0.0149,-0.0266
41.51,-0.0601,-0.0424,-0.0537,-0.0550,-0.0601,-0.0424,-0.0537,-0.0550
41.90,-0.1053,-0.0857,-0.0363,-0.0757,-0.1053,-0.0857,-0.0363,-0.0757
42.50,-0.1346,-0.1376,0.0322,-0.0889,-0.1346,-0.1376,0.0322,-0.0889
42.81,0.1300,-0.1012,0.1070,-0.1080,0.1300,-0.1012,0.1070,-0.1080
43.00,0.3307,-0.0777,0.2158,-0.0983,0.3307,-0.0777,0.2158,-0.0983
43.50,0.3143,-0.1381,0.3443,-0.0688,0.3143,-0.1381,0.3443,-0.0688
43.71,0.4384,-0.0370,0.4195,-0.0597,0.4384,-0.0370,0.4195,-0.0597
44.14,0.5079,0.0101,0.4837,-0.0101,0.5079,0.0101,0.4837,-0.0101
44.68,0.5063,-0.0558,0.5539,0.0387,0.5063,-0.0558,0.5539,0.0387
45.01,0.6514,0.1704,0.6057,0.1122,0.6514,0.1704,0.6057,0.1122
45.56,0.6657,0.1060,0.6395,0.1851,0.6657,0.1060,0.6395,0.1851
46.30,0.6971,0.3304,0.6692,0.2836,0.6971,0.3304,0.6692,0.2836
47.42,0.6770,0.3743,0.6646,0.3255,0.6770,0.3743,0.6646,0.3255
47.50,0.6546,0.4369,0.6509,0.3859,0.6546,0.4369,0.6509,0.3859
47.94,0.6285,0.3799,0.6259,0.3897,0.6285,0.3799,0.6259,0.3897
48.99,0.5974,0.4081,0.6148,0.3887,0.5974,0.4081,0.6148,0.3887
49.31,0.5721,0.3494,0.6038,0.3627,0.5721,0.3494,0.6038,0.3627
49.91,0.6211,0.3691,0.6016,0.3870,0.6211,0.3691,0.6016,0.3870
50.80,0.5998,0.3069,0.5996,0.3964,0.5998,0.3069,0.5996,0.3964
51.80,0.6177,0.5014,0.5970,0.4075,0.6177,0.5014,0.5970,0.4075
52.30,0.5872,0.4550,0.5910,0.4172,0.5872,0.4550,0.5910,0.4172
52.90,0.5591,0.4053,0.5880,0.4539,0.5591,0.4053,0.5880,0.4539
