elapsed_s,frontier_x_m,frontier_y_m
5.02,-1.6595,-0.5376
5.02,-0.3595,-0.5876
5.02,-0.1595,-0.7376
5.02,0.1905,-0.7376
5.02,0.2905,-0.4876
5.02,-0.1095,-0.4376
5.02,0.2905,0.2624
5.02,0.2405,0.6624
6.93,-1.6595,-0.5376
6.93,-0.3595,-0.5876
6.93,-0.1595,-0.7376
6.93,0.1905,-0.7376
6.93,0.2905,-0.4876
6.93,-0.1095,-0.4376
6.93,0.2905,0.2624
6.93,0.2405,0.6624
8.02,-1.6595,-0.5376
8.02,-0.3595,-0.5876
8.02,-0.1595,-0.7376
8.02,0.1905,-0.7376
8.02,0.2905,-0.4876
8.02,-0.1095,-0.4376
8.02,0.2905,0.2624
8.02,0.2405,0.6624
9.19,-1.6595,-0.5376
9.19,-0.3595,-0.5876
9.19,-0.1595,-0.7376
9.19,0.1905,-0.7376
9.19,0.2905,-0.4876
9.19,-0.1095,-0.4376
9.19,0.2905,0.2624
9.19,0.2405,0.6624
10.98,-1.6595,-0.5376
10.98,-0.3595,-0.5876
10.98,-0.1595,-0.7376
10.98,0.1905,-0.7376
10.98,0.2905,-0.4876
10.98,-0.1095,-0.4376
10.98,0.2905,0.2624
10.98,0.2405,0.6624
13.17,-1.6595,-0.5376
13.17,-0.3595,-0.5876
13.17,-0.1595,-0.7376
13.17,0.1905,-0.7376
13.17,0.2905,-0.4876
13.17,-0.1095,-0.4376
13.17,0.2905,0.2624
13.17,0.2405,0.6624
15.11,-1.6595,-0.5376
15.11,-0.3595,-0.5876
15.11,-0.1595,-0.7376
15.11,0.1905,-0.7376
15.11,0.2905,-0.4876
15.11,-0.1095,-0.4376
15.11,0.2905,0.2624
15.11,0.2405,0.6624
17.28,-1.6595,-0.5376
17.28,-0.3595,-0.5876
17.28,-0.1595,-0.7376
17.28,0.1905,-0.7376
17.28,0.2905,-0.4876
17.28,-0.1095,-0.4376
17.28,0.2905,0.2624
17.28,0.2405,0.6624
19.53,-1.6595,-0.5376
19.53,-0.3595,-0.5876
19.53,-0.1595,-0.7376
19.53,0.1905,-0.7376
19.53,0.2905,-0.4876
19.53,-0.1095,-0.4376
19.53,0.2905,0.2624
19.53,0.2405,0.6624
21.94,-1.6595,-0.5376
21.94,-0.3595,-0.5876
21.94,-0.1595,-0.7376
21.94,0.1905,-0.7376
21.94,0.2905,-0.4876
21.94,-0.1095,-0.4376
21.94,0.2905,0.2624
21.94,0.2405,0.6624
24.04,-1.6595,-0.5376
24.04,-0.3595,-0.5876
24.04,-0.1595,-0.7376
24.04,0.1905,-0.7376
24.04,0.2905,-0.4876
24.04,-0.1095,-0.4376
24.04,0.2905,0.2624
24.04,0.2405,0.6624
26.07,-1.6595,-0.5376
26.07,-0.3595,-0.5876
26.07,-0.1595,-0.7376
26.07,0.1905,-0.7376
26.07,0.2905,-0.4876
26.07,-0.1095,-0.4376
26.07,0.2905,0.2624
26.07,0.2405,0.6624
28.03,-1.6595,-0.5376
28.03,-0.3595,-0.5876
28.03,-0.1595,-0.7376
28.03,0.1905,-0.7376
28.03,0.2905,-0.4876
28.03,-0.1095,-0.4376
28.03,0.2905,0.2624
28.03,0.2405,0.6624
30.04,-1.6595,-0.5376
30.04,-0.3595,-0.5876
30.04,-0.1595,-0.7376
30.04,0.1905,-0.7376
30.04,0.2905,-0.4876
30.04,-0.1095,-0.4376
30.04,0.2905,0.2624
30.04,0.2405,0.6624
31.12,-1.6595,-0.5376
31.12,-0.3595,-0.5876
31.12,-0.1595,-0.7376
31.12,0.1905,-0.7376
31.12,0.2905,-0.4876
31.12,-0.1095,-0.4376
31.12,0.2905,0.2624
31.12,0.2405,0.6624
32.94,-1.6595,-0.5376
32.94,-0.3595,-0.5876
32.94,-0.1595,-0.7376
32.94,0.1905,-0.7376
32.94,0.2905,-0.4876
32.94,-0.1095,-0.4376
32.94,0.2905,0.2624
32.94,0.2405,0.6624
34.04,-1.6595,-0.5376
34.04,-0.3595,-0.5876
34.04,-0.1595,-0.7376
34.04,0.1905,-0.7376
34.04,0.2905,-0.4876
34.04,-0.1095,-0.4376
34.04,0.2905,0.2624
34.04,0.2405,0.6624
36.35,-1.6595,-0.5376
36.35,-0.3595,-0.5876
36.35,-0.1595,-0.7376
36.35,0.1905,-0.7376
36.35,0.2905,-0.4876
36.35,-0.1095,-0.4376
36.35,0.2905,0.2624
36.35,0.2405,0.6624
37.98,0.1905,-0.7473
37.98,0.3405,-0.7473
37.98,-1.6595,-0.2973
37.98,-1.7095,0.4027
37.98,0.2905,0.8027
39.24,0.1905,-0.7473
39.24,0.3405,-0.7473
39.24,-1.6595,-0.2973
39.24,-1.7095,0.4027
39.24,0.2905,0.8027
41.26,0.1905,-0.7473
41.26,0.3405,-0.7473
41.26,-1.6595,-0.2973
41.26,-1.7095,0.4027
41.26,0.2905,0.8027
42.89,-1.7647,-0.1515
42.89,-1.7147,0.3985
44.04,-1.7677,0.0485
44.04,-2.3677,-0.0015
45.33,-0.9398,0.1985
46.48,-0.9398,0.1985
