elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
17.27,0.0000,0.0000,-0.0278,-0.0088,0.0000,0.0000,-0.0278,-0.0088
34.06,-0.0129,-0.0049,-0.0535,-0.0138,-0.0129,-0.0049,-0.0535,-0.0138
34.66,-0.0707,-0.0216,-0.0809,-0.0186,-0.0707,-0.0216,-0.0809,-0.0186
35.65,-0.1305,-0.0286,-0.1163,-0.0259,-0.1305,-0.0286,-0.1163,-0.0259
35.96,-0.1903,-0.0380,-0.1287,-0.0275,-0.1903,-0.0380,-0.1287,-0.0275
37.01,-0.1773,-0.0366,-0.1167,-0.0232,-0.1773,-0.0366,-0.1167,-0.0232
37.16,-0.0747,-0.0128,-0.0660,-0.0122,-0.0747,-0.0128,-0.0660,-0.0122
37.66,-0.0107,-0.0001,-0.0042,0.0007,-0.0107,-0.0001,-0.0042,0.0007
37.96,0.1230,0.0265,0.0432,0.0117,0.1230,0.0265,0.0432,0.0117
39.06,0.1186,0.0262,0.0584,0.0155,0.1186,0.0262,0.0584,0.0155
39.66,0.0597,0.0188,0.0493,0.0133,0.0597,0.0188,0.0493,0.0133
40.36,0.0013,0.0059,0.0021,0.0016,0.0013,0.0059,0.0021,0.0016
40.96,-0.0564,-0.0110,0.0336,0.0103,-0.0564,-0.0110,0.0336,0.0103
41.66,-0.1126,-0.0320,0.1057,0.0280,-0.1126,-0.0320,0.1057,0.0280
42.66,0.2761,0.0698,0.1318,0.0335,0.2761,0.0698,0.1318,0.0335
43.09,0.4201,0.1072,0.1946,0.0483,0.4201,0.1072,0.1946,0.0483
