elapsed_s,x_rel_m,y_rel_m
19.07,0.0000,0.0000
21.46,-0.0043,-0.0000
22.29,-0.0666,-0.0039
22.86,-0.1274,-0.0157
23.87,-0.1981,-0.0403
24.57,-0.0571,-0.0276
25.46,-0.1086,-0.0518
25.87,-0.0257,-0.0377
26.17,0.1530,0.0013
26.89,0.0961,-0.0387
27.47,0.0419,-0.0831
27.97,0.1215,-0.0505
28.17,0.3599,0.0651
28.93,0.3166,0.0118
29.37,0.5186,0.1648
29.86,0.4880,0.1029
30.47,0.6297,0.2141
31.46,0.7399,0.3012
32.57,0.7787,0.2466
32.97,0.8397,0.5292
