elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
19.07,0.0000,0.0000,-0.0236,-0.0013,0.0000,0.0000,-0.0236,-0.0013
21.46,-0.0043,-0.0000,-0.0496,-0.0049,-0.0043,-0.0000,-0.0496,-0.0049
22.29,-0.0666,-0.0039,-0.0793,-0.0120,-0.0666,-0.0039,-0.0793,-0.0120
22.86,-0.1274,-0.0157,-0.0907,-0.0175,-0.1274,-0.0157,-0.0907,-0.0175
23.87,-0.1981,-0.0403,-0.1116,-0.0278,-0.1981,-0.0403,-0.1116,-0.0278
24.57,-0.0571,-0.0276,-0.1034,-0.0346,-0.0571,-0.0276,-0.1034,-0.0346
25.46,-0.1086,-0.0518,-0.0473,-0.0312,-0.1086,-0.0518,-0.0473,-0.0312
25.87,-0.0257,-0.0377,0.0115,-0.0309,-0.0257,-0.0377,0.0115,-0.0309
26.17,0.1530,0.0013,0.0313,-0.0420,0.1530,0.0013,0.0313,-0.0420
26.89,0.0961,-0.0387,0.0773,-0.0417,0.0961,-0.0387,0.0773,-0.0417
27.47,0.0419,-0.0831,0.1545,-0.0212,0.0419,-0.0831,0.1545,-0.0212
27.97,0.1215,-0.0505,0.1872,-0.0191,0.1215,-0.0505,0.1872,-0.0191
28.17,0.3599,0.0651,0.2717,0.0216,0.3599,0.0651,0.2717,0.0216
28.93,0.3166,0.0118,0.3609,0.0588,0.3166,0.0118,0.3609,0.0588
29.37,0.5186,0.1648,0.4626,0.1117,0.5186,0.1648,0.4626,0.1117
29.86,0.4880,0.1029,0.5386,0.1590,0.4880,0.1029,0.5386,0.1590
30.47,0.6297,0.2141,0.6310,0.2059,0.6297,0.2141,0.6310,0.2059
31.46,0.7399,0.3012,0.6952,0.2788,0.7399,0.3012,0.6952,0.2788
32.57,0.7787,0.2466,0.7470,0.3228,0.7787,0.2466,0.7470,0.3228
32.97,0.8397,0.5292,0.7861,0.3590,0.8397,0.5292,0.7861,0.3590
