elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
11.01,0.0000,0.0000,0.0000,0.0000
14.01,-0.0023,-0.0001,-0.0023,-0.0001
15.02,-0.0173,-0.0008,-0.0173,-0.0008
16.11,-0.0322,-0.0027,-0.0322,-0.0027
17.11,-0.0466,-0.0067,-0.0466,-0.0067
18.12,-0.0623,-0.0137,-0.0623,-0.0137
19.24,-0.0786,-0.0253,-0.0786,-0.0253
20.31,-0.0889,-0.0362,-0.0889,-0.0362
21.31,-0.0961,-0.0472,-0.0961,-0.0472
21.91,0.5139,0.2634,0.5139,0.2634
24.91,0.5160,0.2569,0.5160,0.2569
26.01,0.5274,0.2215,0.5274,0.2215
27.05,0.5429,0.1884,0.5429,0.1884
28.13,0.5335,0.1991,0.5335,0.1991
28.62,0.5326,0.7206,0.5326,0.7206
29.71,0.5306,0.7220,0.5306,0.7220
30.73,0.5273,0.7242,0.5273,0.7242
31.80,0.5250,0.7256,0.5250,0.7256
32.81,0.5228,0.7268,0.5228,0.7268
33.91,0.5203,0.7281,0.5203,0.7281
35.01,0.5186,0.7289,0.5186,0.7289
36.01,0.5171,0.7295,0.5171,0.7295
37.01,0.5159,0.7300,0.5159,0.7300
38.01,0.5149,0.7304,0.5149,0.7304
39.11,0.5141,0.7306,0.5141,0.7306
40.11,0.5136,0.7308,0.5136,0.7308
41.21,0.5132,0.7309,0.5132,0.7309
42.52,0.5133,0.7309,0.5133,0.7309
43.61,0.5137,0.7308,0.5137,0.7308
44.61,0.5144,0.7307,0.5144,0.7307
45.63,0.5153,0.7306,0.5153,0.7306
46.71,0.5164,0.7305,0.5164,0.7305
47.81,0.5178,0.7304,0.5178,0.7304
48.82,0.5195,0.7304,0.5195,0.7304
50.37,0.5215,0.7304,0.5215,0.7304
