elapsed_s,x_m,y_m
15.56,0.0000,0.0000
22.81,0.2295,0.0065
24.83,0.2357,-0.2000
26.42,-0.0004,-0.1274
28.43,-0.2099,-0.0393
29.42,-0.3715,0.1088
