elapsed_s,area_m2,percent_known,known_cells,total_cells
3.38,3.678,62.86,1471,2340
4.93,3.678,62.86,1471,2340
6.58,3.678,62.86,1471,2340
8.51,3.678,62.86,1471,2340
10.52,3.678,62.86,1471,2340
13.22,4.043,69.10,1617,2340
14.50,4.043,69.10,1617,2340
16.50,4.490,76.75,1796,2340
18.50,5.045,84.08,2018,2400
20.52,5.178,86.29,2071,2400
22.54,5.193,86.54,2077,2400
24.79,5.203,86.71,2081,2400
26.50,5.218,86.96,2087,2400
28.72,5.375,85.97,2150,2501
30.51,5.420,86.69,2168,2501
33.10,5.473,87.52,2189,2501
34.71,5.568,89.04,2227,2501
36.76,5.688,90.96,2275,2501
38.50,5.690,91.00,2276,2501
41.00,5.695,91.08,2278,2501
42.69,5.698,91.12,2279,2501
44.53,5.698,91.12,2279,2501
46.55,5.703,91.20,2281,2501
48.50,5.703,91.20,2281,2501
50.57,5.725,91.56,2290,2501
52.53,5.728,91.60,2291,2501
54.50,5.728,91.60,2291,2501
56.99,5.885,94.12,2354,2501
58.52,5.885,94.12,2354,2501
60.52,5.885,94.12,2354,2501
62.55,5.885,94.12,2337,2501
64.52,5.885,94.12,2339,2501
66.59,5.885,94.12,2339,2501
