elapsed_s,x_m,y_m
6.32,0.0000,0.0000
16.96,0.1957,-0.1205
19.64,0.3898,-0.0293
21.14,0.5619,0.0826
23.84,0.8149,0.1316
25.95,0.5807,0.0984
27.54,0.3951,-0.0009
30.75,0.5778,-0.0848
35.27,0.6570,-0.3039
35.75,0.6808,-0.5244
38.28,0.7434,-0.3226
40.14,0.6781,-0.5164
42.98,0.6803,-0.2899
49.64,0.6022,-0.0946
56.38,0.8018,-0.1207
