elapsed_s,x_m,y_m
7.64,0.0000,0.0000
49.10,0.2163,-0.0123
50.59,0.4298,-0.0488
51.62,0.2042,-0.0504
58.30,0.0069,-0.0096
64.30,0.1364,-0.1760
66.20,-0.0728,-0.0761
81.40,-0.1844,0.1111
83.20,-0.1290,-0.0836
86.80,-0.1862,0.1149
93.64,-0.1146,-0.0830
95.50,-0.2008,0.1206
97.72,-0.2418,-0.0827
100.82,-0.2055,0.1358
106.70,-0.1983,-0.1035
109.20,-0.2145,0.1292
112.20,-0.3032,-0.1008
114.14,-0.3853,0.0856
115.10,-0.2212,0.2261
121.50,-0.4144,0.1061
123.40,-0.2847,0.2599
125.30,-0.5006,0.2301
129.24,-0.2928,0.3514
137.90,-0.0796,0.3738
140.00,-0.2477,0.4940
143.00,-0.0452,0.3772
145.22,-0.2178,0.4932
150.90,-0.0009,0.3889
164.70,0.1663,0.2735
170.31,0.0034,0.4403
172.20,0.1628,0.3009
175.20,0.1725,0.5098
180.00,0.1737,0.3094
197.24,0.2835,0.4915
198.90,0.2082,0.2970
205.60,0.0910,0.1292
211.50,0.2985,0.0882
214.10,0.0976,0.0631
216.12,0.3058,0.0291
219.61,0.1027,0.0687
226.30,0.2767,-0.0348
228.00,0.0718,0.0304
230.70,0.0507,-0.1763
233.00,-0.1073,-0.0452
233.90,-0.1596,0.1679
239.50,-0.2903,0.0021
242.40,-0.2146,0.1964
243.91,-0.3567,0.0438
247.90,-0.2501,0.2368
249.30,-0.0699,0.3847
253.91,-0.2601,0.3192
262.50,-0.0803,0.4188
267.00,-0.3118,0.3223
268.90,-0.4435,0.4838
270.90,-0.2275,0.4696
302.20,-0.0034,0.4523
310.80,-0.1590,0.6042
311.90,0.0444,0.5085
312.63,0.2476,0.4052
315.30,-0.0311,0.5323
324.01,0.1539,0.4407
