metric,value
rows,16
duration_s,15.710000
total_distance_m,1.792865
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.438300
end_y_m,0.944900
max_segment_speed_mps,1.120545
mean_segment_speed_mps,0.324929
speed_spike_threshold_mps,0.800000
speed_spike_count,3
end_stable_x_m,0.443200
end_stable_y_m,0.231900
end_jump_flag,1
end_jump_distance_m,0.713017
end_jump_dt_s,3.410000
