elapsed_s,area_m2,percent_known,known_cells,total_cells
0.71,4.213,74.49,1685,2262
3.30,4.213,74.49,1685,2262
5.84,4.213,74.49,1685,2262
7.81,4.213,74.49,1685,2262
9.30,4.213,74.49,1685,2262
10.87,4.213,74.49,1685,2262
12.58,4.213,74.49,1685,2262
14.65,4.213,74.49,1685,2262
16.44,4.213,74.49,1685,2262
18.26,4.213,74.49,1685,2262
20.24,4.213,74.49,1685,2262
22.23,4.213,74.49,1685,2262
24.24,4.988,88.20,1995,2262
26.24,4.988,88.20,1995,2262
28.78,5.238,90.30,2095,2320
30.35,5.353,90.72,2141,2360
32.23,7.358,66.90,2943,4399
34.82,7.985,70.90,3194,4505
36.81,8.173,71.72,3269,4558
38.27,8.208,72.03,3283,4558
40.26,8.215,72.09,3286,4558
42.47,8.533,67.26,3413,5074
44.24,8.553,67.42,3421,5074
46.31,8.675,68.39,3470,5074
