elapsed_s,area_m2,percent_known,known_cells,total_cells
0.85,4.405,69.92,1762,2520
1.82,4.405,69.92,1762,2520
3.63,4.405,69.92,1762,2520
6.00,4.405,69.92,1762,2520
7.61,4.405,69.92,1762,2520
9.71,4.405,69.92,1762,2520
11.21,4.405,69.92,1762,2520
13.21,4.405,69.92,1762,2520
15.20,4.405,69.92,1762,2520
17.21,4.405,69.92,1762,2520
19.58,5.220,82.86,2088,2520
21.21,5.258,83.45,2103,2520
23.23,5.258,83.45,2103,2520
25.20,5.258,83.45,2103,2520
27.20,5.258,83.45,2103,2520
29.20,5.258,83.45,2103,2520
31.20,5.258,83.45,2103,2520
33.31,5.258,83.45,2103,2520
35.22,5.258,83.45,2103,2520
37.21,5.258,83.45,2103,2520
39.21,5.258,83.45,2103,2520
41.20,5.258,83.45,2103,2520
43.20,5.258,83.45,2103,2520
45.20,5.258,83.45,2103,2520
