elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
21.43,-1.3193,0.7829,-1.0613,0.6298
49.57,-1.7310,-0.4993,-1.4324,-0.4702
67.21,-0.9074,0.0548,-0.9074,0.0048
90.31,-0.8574,0.1015,-0.8074,0.1015
104.13,-0.8574,0.1015,-0.8074,0.1015
