elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
19.82,-1.3909,-0.8057,-1.1313,-0.6553
32.80,-0.8295,-0.0984,-0.6307,0.1263
39.64,-0.8250,0.0013,-0.7750,0.0013
75.84,-0.8250,0.0013,-0.7750,0.0013
78.82,-0.8250,0.0013,-0.7750,0.0013
81.82,-0.8250,0.0013,-0.7750,0.0013
84.83,-0.8250,0.0013,-0.7750,0.0013
87.98,-0.8250,0.0013,-0.7750,0.0013
90.83,-0.8250,0.0013,-0.7750,0.0013
94.09,-0.8250,0.0013,-0.7750,0.0013
97.18,-0.8250,0.0013,-0.7750,0.0013
100.30,-0.8250,0.0013,-0.7750,0.0013
103.42,-0.8250,0.0013,-0.7750,0.0013
106.30,-0.8250,0.0013,-0.7750,0.0013
109.28,-0.8250,0.0013,-0.7750,0.0013
112.32,-0.8250,0.0013,-0.7750,0.0013
115.35,-0.8250,0.0013,-0.7750,0.0013
118.29,-0.8250,0.0013,-0.7750,0.0013
121.32,-0.8250,0.0013,-0.7750,0.0013
124.31,-0.8250,0.0013,-0.7750,0.0013
127.28,-0.8250,0.0013,-0.7750,0.0013
130.30,-0.8250,0.0013,-0.7750,0.0013
133.31,-0.8250,0.0013,-0.7750,0.0013
136.40,-0.8250,0.0013,-0.7750,0.0013
139.42,-0.8250,0.0013,-0.7750,0.0013
142.42,-0.8250,0.0013,-0.7750,0.0013
145.33,-0.8250,0.0013,-0.7750,0.0013
148.30,-0.8250,0.0013,-0.7750,0.0013
151.37,-0.8250,0.0013,-0.7750,0.0013
154.43,-0.8250,0.0013,-0.7750,0.0013
157.41,-0.8250,0.0013,-0.7750,0.0013
160.32,-0.8250,0.0013,-0.7750,0.0013
163.52,-0.8250,0.0013,-0.7750,0.0013
169.41,-1.9489,-1.0261,-1.7207,-0.8314
