elapsed_s,x_m,y_m
9.30,0.0000,0.0000
23.66,0.1270,-0.1744
26.56,-0.0618,-0.0731
31.44,-0.0475,0.9367
32.86,-0.0658,0.6126
34.77,-0.1266,0.4111
37.17,-0.0517,0.6028
161.07,-0.0927,0.3819
169.36,-0.0299,0.6115
170.96,-0.1889,0.4902
172.17,-0.3180,0.3186
172.97,-0.1462,0.4855
173.46,-0.0499,0.6892
176.76,0.0249,0.8865
177.92,0.0925,1.0749
178.56,0.1094,0.8653
180.97,0.1285,0.6572
182.07,0.0290,0.4788
183.26,-0.1271,0.3517
183.86,-0.3685,0.2504
184.37,-0.5920,0.1679
187.47,-0.2617,0.2775
188.06,-0.0685,0.3889
188.86,0.1334,0.5330
193.66,-0.0324,0.4179
194.86,-0.2071,0.2908
195.08,0.0602,0.4749
195.87,0.2645,0.6035
200.11,0.5128,0.6745
201.37,0.2817,0.6406
210.16,0.5135,0.7007
222.48,0.3097,0.6237
224.57,0.4852,0.7499
226.37,0.3026,0.6447
228.76,0.4556,0.7749
229.96,0.3119,0.6305
237.77,0.4282,0.7952
241.67,0.3044,0.6225
244.36,0.4485,0.7615
246.26,0.2372,0.5651
251.67,0.0390,0.4419
253.56,0.2639,0.5843
257.07,0.4432,0.6827
265.37,0.2525,0.6158
270.67,0.4477,0.6626
