elapsed_s,x_m,y_m
17.84,0.0000,0.0000
27.67,0.3679,0.0725
28.46,0.2961,-0.1926
31.30,0.0860,-0.1369
33.47,-0.1255,-0.2590
37.17,0.0163,-0.1006
38.87,-0.1156,-0.4867
39.46,-0.2856,-0.5925
40.77,-0.4784,-0.5222
46.29,0.1150,-0.2331
47.36,0.0375,-0.4584
47.66,-0.0446,-0.6593
47.97,-0.2734,-0.7209
51.66,-0.1093,-0.5198
52.25,0.2024,-0.4293
53.27,0.4042,-0.4661
55.09,0.4074,-0.7264
58.77,0.4044,-0.5197
69.76,0.5060,-0.3371
73.57,0.5729,-0.0645
77.27,0.7781,-0.0649
143.26,-0.6316,-0.0339
149.84,-1.0018,-0.0077
151.54,-0.7974,-0.0182
154.21,-1.0429,0.0039
155.98,-0.7709,-0.0273
173.40,-1.0053,-0.0124
178.54,-0.7022,-0.0071
184.80,-1.4971,0.0562
190.79,-1.2500,-0.0451
203.07,-1.4763,-0.0309
207.07,-1.1394,-0.0478
243.76,0.1308,0.0931
