elapsed_s,x_m,y_m
5.20,0.0000,0.0000
20.47,-0.2136,0.0144
23.47,0.0118,-0.0101
24.07,0.2174,0.0390
25.66,-0.0767,-0.0126
28.27,0.1257,0.0068
29.56,0.3078,0.0950
31.66,0.1072,-0.0302
34.89,0.1059,0.1840
36.07,0.1278,0.3989
37.37,0.1445,0.6142
37.96,0.1105,0.3798
38.17,0.0622,0.1703
39.76,-0.0257,-0.0310
42.17,0.0548,0.2026
43.37,0.0181,0.4148
45.67,0.0105,0.1637
45.86,-0.0478,-0.0638
47.96,-0.1897,0.0771
49.17,-0.3524,0.2189
50.67,-0.1381,0.1993
54.47,-0.3455,0.2312
56.59,-0.5255,0.3356
57.68,-0.3291,0.2715
57.86,-0.1008,0.1870
59.97,-0.1875,-0.0026
61.07,-0.1988,-0.2161
61.97,-0.1330,-0.4104
63.26,-0.1269,-0.6265
63.59,-0.0082,-0.9199
65.67,-0.0173,-0.7014
65.87,-0.0298,-0.4889
67.56,0.0077,-0.2415
67.67,0.0396,-0.0152
69.17,-0.0604,-0.2058
71.09,-0.1000,-0.4039
71.67,-0.0362,-0.6173
74.27,-0.1839,-0.7628
76.96,-0.1594,-0.9793
77.47,-0.2093,-0.7357
78.57,-0.2354,-0.5163
82.68,-0.2482,-0.7172
84.48,-0.1141,-0.8844
85.86,-0.2129,-0.6506
