elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
7.16,0.1868,-0.1959,0.3939,-0.4130
10.21,-0.7820,0.3152,-1.0561,0.4370
13.14,-1.3203,-0.4218,-1.6061,-0.5130
16.06,-0.0781,-0.6143,-0.1061,-0.9130
21.38,-1.3572,0.1114,-1.6561,0.1370
29.45,-1.3201,-0.4226,-1.6061,-0.5130
33.45,0.0298,-0.6133,0.0439,-0.9130
41.47,-1.3573,0.1104,-1.6561,0.1370
49.67,-1.3201,-0.4224,-1.6061,-0.5130
53.47,0.0314,-0.6132,0.0439,-0.9130
61.77,-1.3572,0.1114,-1.6561,0.1370
69.89,-1.3201,-0.4224,-1.6061,-0.5130
73.82,-0.1173,-0.6132,-0.1061,-0.9130
81.95,-1.3573,0.1106,-1.6561,0.1370
