elapsed_s,area_m2,percent_known,known_cells,total_cells
9.94,4.800,86.37,1920,2223
11.10,4.800,86.37,1920,2223
12.08,4.800,86.37,1920,2223
13.01,4.800,86.37,1920,2223
14.11,4.800,86.37,1920,2223
14.94,4.800,86.37,1920,2223
15.63,4.800,86.37,1920,2223
16.52,4.800,86.37,1920,2223
17.54,4.800,86.37,1920,2223
18.52,4.800,86.37,1920,2223
19.50,4.800,86.37,1920,2223
20.70,4.800,86.37,1920,2223
21.50,4.800,86.37,1920,2223
22.50,4.800,86.37,1920,2223
23.51,4.800,86.37,1920,2223
24.50,4.800,86.37,1920,2223
25.51,4.800,86.37,1920,2223
26.52,4.800,86.37,1920,2223
27.50,4.800,86.37,1920,2223
28.50,4.800,86.37,1920,2223
29.50,4.800,86.37,1920,2223
30.56,4.800,86.37,1920,2223
31.50,4.800,86.37,1920,2223
32.51,4.800,86.37,1920,2223
33.50,4.800,86.37,1920,2223
34.76,5.348,96.22,2139,2223
35.81,5.460,98.25,2184,2223
36.50,5.460,98.25,2184,2223
37.50,5.473,98.47,2189,2223
38.50,5.473,98.47,2189,2223
