elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
23.61,0.2092,-0.2276,0.4460,-0.4853
26.68,-0.7982,0.4444,-1.1040,0.6147
44.90,-1.0284,-0.4641,-1.3567,-0.5853
93.99,0.6514,-0.6363,0.7014,-0.6363
