elapsed_s,area_m2,percent_known,known_cells,total_cells
6.15,4.123,74.18,1649,2223
8.64,4.123,74.18,1649,2223
10.44,4.123,74.18,1649,2223
11.64,4.123,74.18,1649,2223
12.58,4.123,74.18,1649,2223
13.49,4.123,74.18,1649,2223
14.52,4.123,74.18,1649,2223
15.47,4.123,74.18,1649,2223
16.48,4.123,74.18,1649,2223
17.58,4.123,74.18,1649,2223
18.09,4.123,74.18,1649,2223
19.16,4.123,74.18,1649,2223
20.09,4.123,74.18,1649,2223
21.09,4.123,74.18,1649,2223
22.18,4.123,74.18,1649,2223
23.09,4.123,74.18,1649,2223
24.08,4.123,74.18,1649,2223
25.13,4.123,74.18,1649,2223
26.09,4.123,74.18,1649,2223
27.09,4.123,74.18,1649,2223
28.06,4.123,74.18,1649,2223
29.08,4.123,74.18,1649,2223
30.15,4.695,80.26,1878,2340
31.07,4.695,80.26,1878,2340
32.06,5.273,90.13,2109,2340
33.12,5.273,90.13,2109,2340
34.05,5.470,93.50,2188,2340
35.05,5.525,94.44,2210,2340
36.09,5.533,94.57,2213,2340
37.06,5.533,94.57,2213,2340
38.06,5.533,94.57,2213,2340
39.06,5.540,94.70,2216,2340
40.05,5.540,94.70,2216,2340
41.05,5.545,94.79,2218,2340
