elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
11.54,-0.0529,-0.3272,-0.1008,-0.6234
12.61,-0.7878,0.4323,-1.0508,0.5766
12.70,-0.7748,-0.6761,-1.0008,-0.8734
13.44,-1.6851,-0.8840,-1.9508,-1.0234
14.76,-1.9090,0.4568,-2.2008,0.5266
20.04,0.1779,0.4023,0.2992,0.6766
23.50,-1.3743,0.3950,-1.6630,0.4766
25.17,-0.1766,-0.4861,-0.2630,-0.7734
32.45,-1.4306,-0.3209,-1.7246,-0.3805
34.61,-2.0361,0.5372,-2.3246,0.6195
37.17,0.2457,-0.6471,0.3254,-0.8305
43.94,-1.4444,0.1764,-1.7422,0.2128
49.45,-2.2053,0.6102,-2.3983,0.6628
53.40,-1.4069,-0.2926,-1.6983,-0.3640
56.32,-0.1465,-0.6185,-0.1983,-0.9140
62.52,-1.4498,0.1557,-1.7483,0.1860
66.49,-2.1541,0.6275,-2.4483,0.6860
76.18,-0.9862,0.7401,-1.2483,0.8860
77.58,-1.9219,-0.2474,-2.1983,-0.3640
77.99,-0.9998,-1.2520,-0.9983,-1.5520
78.44,0.0127,-1.1190,0.2017,-1.3520
78.88,0.6798,-0.3912,0.9517,-0.5180
79.49,0.9618,0.7548,1.2517,0.8320
79.68,1.4380,-0.8251,1.7017,-0.9680
86.24,-1.6494,0.2072,-1.9483,0.1820
87.79,-1.1488,-1.7221,-1.1983,-2.0180
92.16,0.6690,-0.3947,0.9517,-0.4950
92.58,0.3589,-1.1652,0.5517,-1.3950
92.97,1.5083,0.5923,1.8017,0.6550
93.73,-1.7994,-1.1204,-1.9983,-1.3450
94.81,-1.1564,0.7244,-1.3483,0.9550
