elapsed_s,x_m,y_m
10.84,0.0000,0.0000
32.28,-0.0263,0.2209
58.41,0.1252,0.5001
64.47,0.0780,0.0863
82.80,0.0234,0.2865
84.08,-0.0136,0.0560
94.38,0.0086,-0.1493
100.37,-0.0364,-0.3575
101.01,-0.0871,-0.5865
106.58,-0.2854,-0.5434
110.21,-0.5039,-0.5516
115.87,-0.3019,-0.4924
116.58,-0.0717,-0.5312
118.17,-0.2082,-0.3750
125.17,0.0497,-0.5941
126.99,-0.0746,-0.4345
132.86,0.2656,-0.7291
134.18,0.0558,-0.5943
207.27,-0.0286,-0.4031
240.38,-0.1204,-0.2251
241.97,-0.0111,-0.4007
242.67,0.0485,-0.6220
243.27,0.0459,-0.8610
243.87,0.0199,-1.0632
245.18,0.1249,-0.8721
247.48,0.0495,-1.1390
248.18,-0.0868,-1.2882
248.78,-0.2696,-1.3899
257.78,-0.1117,-1.2667
