elapsed_s,x_m,y_m
5.67,0.0000,0.0000
28.50,-0.2108,0.0074
31.69,0.0017,-0.0025
32.99,0.2346,0.0273
35.49,0.0067,0.0059
35.99,-0.2142,0.0565
36.39,-0.3891,0.1541
37.80,-0.3487,0.3552
39.79,-0.5289,0.2429
40.79,-0.3117,0.1376
41.39,-0.0995,0.0337
41.69,0.0718,-0.1110
45.09,-0.0400,0.0724
46.71,-0.2183,0.1645
48.20,-0.0154,0.0158
48.39,0.1145,-0.2171
50.39,-0.0620,-0.3292
51.23,-0.3687,-0.3631
52.49,-0.3412,-0.5804
52.91,-0.1514,-0.4986
53.20,0.0436,-0.3947
53.85,0.0244,-0.1269
54.89,0.0594,0.1429
56.09,0.0601,-0.0615
58.49,-0.1490,-0.0843
59.09,-0.3627,-0.1870
59.59,-0.5205,-0.3129
59.89,-0.3046,-0.2327
60.59,-0.1161,-0.1473
62.79,0.0832,-0.1057
63.99,0.2855,-0.0332
65.40,0.0669,0.0744
