elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
24.80,0.0000,0.0000,0.0000,0.0000
30.87,-0.0281,-0.0010,-0.0281,-0.0010
31.49,-0.0964,-0.0035,-0.0964,-0.0035
32.55,-0.1359,-0.0049,-0.1359,-0.0049
33.19,-0.2280,-0.0084,-0.2280,-0.0084
33.30,-0.2812,-0.0104,-0.2812,-0.0104
33.59,-0.1605,-0.0062,-0.1605,-0.0062
34.02,-0.0701,-0.0043,-0.0701,-0.0043
35.09,-0.0886,-0.0052,-0.0886,-0.0052
36.19,-0.1077,-0.0087,-0.1077,-0.0087
37.23,-0.1172,-0.0116,-0.1172,-0.0116
38.32,-0.1351,-0.0201,-0.1351,-0.0201
39.39,-0.1473,-0.0288,-0.1473,-0.0288
40.46,-0.1580,-0.0393,-0.1580,-0.0393
41.49,-0.1669,-0.0514,-0.1669,-0.0514
42.63,-0.1718,-0.0605,-0.1718,-0.0605
43.69,-0.1791,-0.0840,-0.1791,-0.0840
43.90,0.0221,0.1576,0.0221,0.1576
44.19,0.2846,0.4732,0.2846,0.4732
45.44,0.3120,0.4958,0.3120,0.4958
47.94,0.3102,0.5297,0.3102,0.5297
48.99,0.3299,0.5598,0.3299,0.5598
50.09,0.3422,0.5572,0.3422,0.5572
51.25,0.3422,0.5573,0.3422,0.5573
52.35,0.3435,0.5591,0.3435,0.5591
53.41,0.3533,0.5712,0.3533,0.5712
54.50,0.3675,0.5889,0.3675,0.5889
55.53,0.3759,0.6000,0.3759,0.6000
57.79,0.3818,0.6184,0.3818,0.6184
58.39,0.5201,0.6557,0.5201,0.6557
59.39,0.5259,0.6799,0.5259,0.6799
60.43,0.5256,0.6949,0.5256,0.6949
61.47,0.5228,0.7096,0.5228,0.7096
62.58,0.5177,0.7237,0.5177,0.7237
63.59,0.5081,0.7412,0.5081,0.7412
64.11,0.3877,0.1636,0.3877,0.1636
65.34,0.3772,0.1773,0.3772,0.1773
66.69,0.3130,0.2476,0.3130,0.2476
