elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
21.51,0.0000,0.0000,0.0000,0.0000
29.41,-0.0055,-0.0002,-0.0055,-0.0002
30.56,-0.0207,-0.0007,-0.0207,-0.0007
31.61,-0.0354,-0.0023,-0.0354,-0.0023
32.61,-0.0462,-0.0048,-0.0462,-0.0048
33.61,-0.0254,0.0045,-0.0254,0.0045
34.67,-0.0376,-0.0030,-0.0376,-0.0030
35.71,-0.0232,0.0064,-0.0232,0.0064
36.76,-0.0286,0.0027,-0.0286,0.0027
37.81,-0.0438,-0.0076,-0.0438,-0.0076
38.93,-0.0571,-0.0173,-0.0571,-0.0173
40.01,-0.0754,-0.0278,-0.0754,-0.0278
41.01,-0.0825,-0.0316,-0.0825,-0.0316
42.03,-0.0956,-0.0390,-0.0956,-0.0390
42.71,-0.1942,-0.0023,-0.1942,-0.0023
43.71,-0.1980,-0.0076,-0.1980,-0.0076
44.73,-0.1980,-0.0071,-0.1980,-0.0071
45.82,-0.1813,-0.0235,-0.1813,-0.0235
46.51,-0.1150,-0.0223,-0.1150,-0.0223
47.41,-0.1135,0.0397,-0.1135,0.0397
48.30,-0.1430,0.0861,-0.1430,0.0861
48.91,-0.1888,0.1392,-0.1888,0.1392
50.01,-0.1869,0.1315,-0.1869,0.1315
50.40,-0.2252,-0.1106,-0.2252,-0.1106
50.87,-0.2329,-0.1693,-0.2329,-0.1693
51.90,-0.2322,-0.1700,-0.2322,-0.1700
52.91,-0.2320,-0.1702,-0.2320,-0.1702
54.10,-0.2320,-0.1703,-0.2320,-0.1703
