elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
17.93,-0.0103,-0.0995,-0.0717,-0.6916
37.09,-1.0577,0.2922,-2.0217,0.5584
55.29,-1.2076,-0.5359,-2.1217,-0.9416
