elapsed_s,x_m,y_m
4.72,0.0000,0.0000
43.05,0.2054,0.0102
45.56,0.4125,0.0094
47.35,0.1854,0.0085
51.29,-0.0707,-0.0343
52.51,0.0110,-0.2391
53.35,-0.1557,-0.3781
53.95,-0.2419,-0.1790
57.47,-0.3918,-0.0119
58.57,-0.3461,0.2918
60.55,-0.3329,0.4979
62.15,-0.1203,0.5862
62.85,0.1128,0.6107
66.05,-0.0815,0.6672
67.86,0.0602,0.8163
68.85,0.3828,0.6858
69.45,0.5851,0.5740
80.85,0.4408,0.7195
81.35,0.2284,0.8328
82.65,0.4346,0.7355
89.31,0.2354,0.7887
90.75,0.4655,0.5933
91.08,0.6382,0.4745
94.37,0.5918,0.6802
95.37,0.5988,0.8922
96.85,0.7673,0.7178
97.35,0.7162,0.5042
98.07,0.6139,0.3170
103.25,0.8256,0.2979
105.75,0.5631,0.1057
108.95,0.4930,-0.0940
109.95,0.2838,-0.0520
111.15,0.1064,0.0728
112.15,0.1125,0.2732
118.35,-0.0917,0.2084
119.35,0.0026,0.3862
120.05,0.2056,0.5344
122.45,0.0035,0.5384
125.33,-0.0233,0.7442
126.15,0.1650,0.6279
126.75,0.3337,0.4633
131.98,0.2391,0.6480
133.04,0.1985,0.8592
133.55,0.3350,0.6544
134.45,0.4102,0.3857
137.05,0.4894,0.5882
138.55,0.6403,0.4099
139.75,0.6239,0.1614
140.45,0.4080,0.0126
147.06,0.5757,-0.1042
148.05,0.3915,-0.1982
148.75,0.1298,-0.1237
151.55,0.1238,-0.3389
152.35,-0.0573,-0.1956
154.06,-0.2565,-0.0769
154.65,-0.2178,0.1449
161.46,-0.4162,0.2276
162.95,-0.2645,0.4159
163.85,-0.0325,0.4405
183.25,-0.0856,0.6343
184.45,0.1295,0.6257
185.55,0.2385,0.4354
186.25,0.2850,0.2257
187.87,0.3435,0.4293
189.65,0.4870,0.2871
190.45,0.3741,0.1118
191.66,0.1799,-0.0447
197.75,0.3865,-0.0119
199.48,0.1871,-0.0755
202.05,0.3954,-0.1135
203.35,0.2273,-0.2471
204.55,0.0126,-0.3066
205.15,-0.1594,-0.1964
205.95,-0.3167,-0.0590
211.45,-0.2907,-0.2583
212.85,-0.4829,-0.1711
214.05,-0.5158,0.0744
214.75,-0.4699,0.2725
216.36,-0.6094,0.0912
218.15,-0.6764,0.3133
219.35,-0.5310,0.4835
220.05,-0.3064,0.5432
225.58,-0.4855,0.6551
227.16,-0.2742,0.7158
228.15,-0.1221,0.5725
232.95,0.0208,0.7281
233.86,0.0426,0.5252
241.16,0.2362,0.4747
242.05,0.1538,0.2780
242.75,-0.0351,0.1060
244.45,0.1712,0.1120
246.35,-0.0025,-0.0571
248.55,-0.2098,-0.0290
249.35,-0.4204,0.0789
255.08,-0.2566,-0.0777
257.05,-0.4421,0.0639
260.55,-0.3020,-0.0966
262.95,-0.4551,0.0653
270.86,-0.6366,-0.0222
271.75,-0.7018,0.2177
272.45,-0.6916,0.4847
273.78,-0.8174,0.3148
275.45,-0.7165,0.4927
276.06,-0.5808,0.6631
282.56,-0.6979,0.4955
283.76,-0.8741,0.3713
316.65,-0.6963,0.5273
318.95,-0.9112,0.5403
320.88,-0.7650,0.6918
322.05,-0.5617,0.7259
323.15,-0.3947,0.5468
323.65,-0.3078,0.3616
324.15,-0.2535,0.1648
328.25,-0.2582,0.3729
329.45,-0.2016,0.5803
331.15,-0.1803,0.3716
334.35,0.0246,0.3661
335.05,-0.1148,0.1721
336.85,-0.2751,0.0166
337.55,-0.4986,-0.0100
342.95,-0.3227,-0.1100
345.05,-0.5379,-0.1270
345.76,-0.7207,0.0299
348.15,-0.7078,-0.1706
