elapsed_s,area_m2,percent_known,known_cells,total_cells
4.17,3.433,62.87,1373,2184
5.46,3.433,62.87,1373,2184
7.11,3.433,62.87,1373,2184
9.14,3.433,62.87,1373,2184
11.43,3.433,62.87,1373,2184
13.11,3.433,62.87,1373,2184
15.55,3.835,65.56,1534,2340
17.90,4.410,72.30,1764,2440
19.55,4.503,73.81,1801,2440
21.39,4.503,73.81,1801,2440
24.32,4.588,75.20,1835,2440
26.72,4.633,75.94,1853,2440
28.13,4.658,76.35,1863,2440
30.05,4.673,76.60,1869,2440
31.87,4.695,76.97,1878,2440
33.53,4.740,77.70,1896,2440
35.12,4.740,77.70,1896,2440
37.20,4.740,77.70,1896,2440
43.56,4.740,77.70,1896,2440
45.14,4.740,77.70,1896,2440
47.18,4.740,77.70,1896,2440
49.13,4.740,77.70,1896,2440
51.13,4.740,77.70,1896,2440
53.15,4.745,77.79,1898,2440
55.17,4.745,77.79,1898,2440
57.19,4.745,77.79,1898,2440
59.12,4.745,77.79,1898,2440
61.12,4.745,77.79,1898,2440
63.13,4.745,77.79,1898,2440
65.49,4.748,77.83,1899,2440
67.11,4.748,77.83,1887,2440
