metric,value
rows,11
duration_s,20.100000
total_distance_m,0.895934
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.400300
end_y_m,0.341000
max_segment_speed_mps,0.558506
mean_segment_speed_mps,0.108940
speed_spike_threshold_mps,0.800000
speed_spike_count,0
end_stable_x_m,-0.041500
end_stable_y_m,-0.088500
end_jump_flag,1
end_jump_distance_m,0.671067
end_jump_dt_s,1.560000
