elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.14,0.0000,0.0000,0.0331,0.0178,0.0000,0.0000,0.0331,0.0178
35.15,0.0257,0.0087,0.0542,0.0349,0.0257,0.0087,0.0542,0.0349
35.77,0.0736,0.0446,0.0747,0.0541,0.0736,0.0446,0.0747,0.0541
36.45,0.1173,0.0861,0.0774,0.0691,0.1173,0.0861,0.0774,0.0691
37.05,0.1566,0.1309,0.0732,0.0815,0.1566,0.1309,0.0732,0.0815
37.75,0.0139,0.0753,0.0154,0.0487,0.0139,0.0753,0.0154,0.0487
38.75,0.0045,0.0707,-0.0433,0.0139,0.0045,0.0707,-0.0433,0.0139
39.04,-0.2154,-0.1193,-0.1009,-0.0197,-0.2154,-0.1193,-0.1009,-0.0197
40.04,-0.1762,-0.0879,-0.1223,-0.0305,-0.1762,-0.0879,-0.1223,-0.0305
40.75,-0.1310,-0.0372,-0.1652,-0.0595,-0.1310,-0.0372,-0.1652,-0.0595
41.44,-0.0934,0.0213,-0.1592,-0.0378,-0.0934,0.0213,-0.1592,-0.0378
42.06,-0.2101,-0.0743,-0.1861,-0.0518,-0.2101,-0.0743,-0.1861,-0.0518
42.76,-0.1854,-0.0107,-0.1998,-0.0554,-0.1854,-0.0107,-0.1998,-0.0554
43.74,-0.3105,-0.1580,-0.2353,-0.0810,-0.3105,-0.1580,-0.2353,-0.0810
