elapsed_s,x_m,y_m
5.35,0.0000,0.0000
44.56,0.2117,-0.0191
46.59,0.2844,-0.2256
47.16,0.0509,-0.2234
48.26,-0.1568,-0.2296
49.36,-0.3541,-0.1447
50.26,-0.5056,0.0236
51.46,-0.5756,0.2483
51.96,-0.4919,0.4988
63.36,-0.3978,0.6773
72.16,-0.4286,0.4472
77.57,-0.3521,0.6330
86.57,-0.1917,0.7617
88.77,-0.4039,0.7173
89.57,-0.5872,0.5628
92.69,-0.4907,0.7489
94.59,-0.5201,0.5484
95.87,-0.7177,0.4266
101.16,-0.5143,0.4199
102.96,-0.7432,0.3718
103.66,-0.9477,0.2807
106.19,-0.7487,0.3277
107.86,-0.9610,0.2216
108.36,-1.2011,0.1768
109.06,-1.4101,0.1667
115.48,-1.2076,0.1717
116.56,-0.9920,0.1711
116.96,-1.2500,0.1575
117.76,-1.6722,0.1549
120.46,-1.4622,0.1306
121.96,-1.8112,0.1270
123.06,-2.0232,0.1627
123.97,-2.2293,0.1991
126.16,-2.0134,0.1677
129.67,-1.8006,0.1521
131.96,-2.0393,0.1691
136.66,-2.2476,0.1796
143.17,-2.0437,0.1530
158.66,-1.8773,0.0381
160.16,-2.0751,0.1671
186.66,-2.0340,-0.0339
187.67,-2.0885,-0.2373
188.87,-2.1365,-0.0195
189.67,-2.0559,0.1770
