elapsed_s,x_m,y_m
5.69,0.0000,0.0000
44.93,0.1114,-0.1703
45.94,0.1347,-0.3762
47.11,-0.0283,-0.1755
47.63,-0.0480,0.0708
48.43,-0.0619,0.2994
50.21,-0.0358,0.0864
51.47,-0.2328,0.1443
52.81,-0.4452,0.3055
53.11,-0.2787,0.1722
54.21,-0.0685,0.0978
87.32,0.0201,-0.0837
88.51,0.0675,-0.2928
90.01,-0.1556,-0.1595
91.02,-0.0233,0.1285
92.52,-0.1893,-0.0047
94.71,-0.3626,-0.1413
96.84,-0.1963,0.0052
99.14,-0.0201,0.2321
100.13,-0.3126,0.1426
100.91,-0.5771,0.0611
101.01,-0.6741,-0.1309
101.31,-0.4785,0.1149
