elapsed_s,x_m,y_m
7.00,0.0000,0.0000
23.02,0.2039,0.0494
29.02,0.0137,-0.0440
34.89,0.3971,0.0405
36.32,0.1613,-0.0159
38.82,-0.0461,0.0057
52.42,0.1549,-0.0343
60.12,0.3675,-0.0545
84.02,0.1738,-0.0023
87.42,0.3747,-0.0107
92.42,0.1014,-0.0081
96.82,-0.1074,0.1562
97.22,-0.3044,0.2077
97.62,-0.0006,0.0351
98.12,0.2443,-0.0948
104.04,0.4308,-0.2089
107.12,0.2342,-0.0933
112.43,0.0317,0.0314
116.92,0.2050,-0.0768
118.52,0.3866,-0.1900
121.72,0.2106,-0.0817
130.42,0.4021,-0.1553
136.32,0.2080,-0.0727
