elapsed_s,area_m2,percent_known,known_cells,total_cells
11.72,4.878,86.52,1951,2255
13.14,4.878,86.52,1951,2255
13.94,4.878,86.52,1951,2255
15.15,4.878,86.52,1951,2255
15.93,4.878,86.52,1951,2255
17.16,4.878,86.52,1951,2255
18.09,4.878,86.52,1951,2255
18.56,4.878,86.52,1951,2255
19.42,4.878,86.52,1951,2255
20.42,4.878,86.52,1951,2255
21.71,4.878,86.52,1951,2255
22.51,4.878,86.52,1951,2255
23.43,4.878,86.52,1951,2255
24.65,4.878,86.52,1951,2255
25.42,4.878,86.52,1951,2255
26.88,5.420,96.14,2168,2255
27.42,5.420,96.14,2168,2255
28.65,5.528,95.71,2211,2310
29.41,5.528,95.71,2211,2310
30.41,5.560,96.28,2224,2310
