elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.23,0.0000,0.0000,-0.0349,-0.0010,0.0000,0.0000,-0.0349,-0.0010
23.77,-0.0179,-0.0004,-0.0670,-0.0033,-0.0179,-0.0004,-0.0670,-0.0033
24.33,-0.0868,-0.0025,-0.0965,-0.0072,-0.0868,-0.0025,-0.0965,-0.0072
25.33,-0.1635,-0.0104,-0.1302,-0.0160,-0.1635,-0.0104,-0.1302,-0.0160
25.87,-0.2144,-0.0225,-0.1153,-0.0254,-0.2144,-0.0225,-0.1153,-0.0254
26.55,-0.1683,-0.0441,-0.0550,-0.0312,-0.1683,-0.0441,-0.0550,-0.0312
27.56,0.0564,-0.0473,0.0425,-0.0262,0.0564,-0.0473,0.0425,-0.0262
29.03,0.2151,-0.0319,0.1648,-0.0108,0.2151,-0.0319,0.1648,-0.0108
29.73,0.3239,0.0147,0.2732,-0.0030,0.3239,0.0147,0.2732,-0.0030
29.93,0.3969,0.0546,0.3455,0.0147,0.3969,0.0546,0.3455,0.0147
30.66,0.3738,-0.0051,0.4036,0.0499,0.3738,-0.0051,0.4036,0.0499
30.73,0.4179,0.0412,0.4641,0.1068,0.4179,0.0412,0.4641,0.1068
30.93,0.5057,0.1444,0.5137,0.1431,0.5057,0.1444,0.5137,0.1431
31.93,0.6260,0.2991,0.5811,0.2410,0.6260,0.2991,0.5811,0.2410
33.03,0.6449,0.2359,0.6427,0.3465,0.6449,0.2359,0.6427,0.3465
33.43,0.7109,0.4844,0.6881,0.4454,0.7109,0.4844,0.6881,0.4454
34.34,0.7260,0.5688,0.7178,0.5054,0.7260,0.5688,0.7178,0.5054
34.53,0.7329,0.6386,0.7378,0.5884,0.7329,0.6386,0.7378,0.5884
35.36,0.7741,0.5994,0.7481,0.6260,0.7741,0.5994,0.7481,0.6260
36.34,0.7450,0.6508,0.7537,0.6403,0.7450,0.6508,0.7537,0.6403
37.41,0.7626,0.6726,0.7606,0.6409,0.7626,0.6726,0.7606,0.6409
