elapsed_s,x_rel_m,y_rel_m
18.23,0.0000,0.0000
23.77,-0.0179,-0.0004
24.33,-0.0868,-0.0025
25.33,-0.1635,-0.0104
25.87,-0.2144,-0.0225
26.55,-0.1683,-0.0441
27.56,0.0564,-0.0473
29.03,0.2151,-0.0319
29.73,0.3239,0.0147
29.93,0.3969,0.0546
30.66,0.3738,-0.0051
30.73,0.4179,0.0412
30.93,0.5057,0.1444
31.93,0.6260,0.2991
33.03,0.6449,0.2359
33.43,0.7109,0.4844
34.34,0.7260,0.5688
34.53,0.7329,0.6386
35.36,0.7741,0.5994
36.34,0.7450,0.6508
37.41,0.7626,0.6726
