elapsed_s,goal_x_m,goal_y_m,frontier_x_m,frontier_y_m
7.51,-0.0388,0.2059,-0.0943,0.5008
10.73,-0.8587,-0.2575,-1.1443,-0.3492
11.59,0.1158,-1.1519,0.1557,-1.4492
19.73,-0.5391,-0.9080,-0.7174,-1.1492
27.82,-0.1645,-1.5136,-0.2355,-1.8051
30.93,0.0732,-0.4122,-0.0379,-0.6908
39.96,-0.4906,-0.9382,-0.7049,-1.1481
52.07,0.0530,-0.5431,-0.1049,-0.7981
65.74,-0.4974,-0.9314,-0.7049,-1.1481
72.90,0.2356,0.5531,0.2082,0.8519
76.31,-1.0039,-0.3638,-1.2918,-0.4481
84.57,-1.0927,-1.0808,-1.3418,-1.2481
88.33,0.4239,0.5523,0.4082,0.8519
96.69,-0.9993,-0.3813,-1.2918,-0.4481
105.40,-1.0976,-1.0738,-1.3418,-1.2481
108.69,0.4165,0.5520,0.4082,0.8519
117.45,-0.9988,-0.3833,-1.2918,-0.4481
125.60,-1.0928,-1.0808,-1.3418,-1.2481
129.56,0.4292,0.5526,0.4082,0.8519
137.84,-1.0220,-0.3266,-1.2963,-0.4481
153.06,0.4144,0.5521,0.4037,0.8519
154.87,-1.1089,-1.0647,-1.3463,-1.2481
166.59,-1.0134,-0.3481,-1.2963,-0.4481
169.93,0.4265,0.5527,0.4037,0.8519
195.51,-1.0029,-0.3854,-1.2963,-0.4481
