elapsed_s,x_m,y_m
6.76,0.0000,0.0000
30.88,-0.2141,0.0035
33.63,0.0365,-0.0062
34.38,0.2503,0.0061
35.58,0.4644,0.0017
36.78,0.6671,-0.0729
37.58,0.2914,-0.0302
40.18,0.0919,-0.1068
41.38,-0.1093,-0.1855
43.68,0.0361,-0.0288
43.88,0.2275,0.0425
44.08,0.4463,0.1244
46.08,0.1168,0.0120
47.98,-0.0821,-0.0323
49.18,-0.2903,0.0201
50.28,-0.0047,0.0429
50.48,0.2977,0.0478
54.08,0.2156,0.2881
54.58,0.2559,0.0894
54.88,0.3178,-0.1209
71.38,0.3179,0.1051
72.98,0.3366,0.3087
74.18,0.4411,0.4955
75.58,0.4771,0.0833
75.68,0.4693,-0.2087
77.58,0.5452,-0.4087
79.29,0.5652,-0.6607
80.59,0.2875,-0.4024
81.08,0.3290,-0.2024
82.58,0.3646,0.0150
98.38,0.3575,-0.1966
101.48,0.3716,0.0561
102.72,0.2094,0.1842
104.88,0.2561,-0.0137
106.08,0.3995,-0.1755
107.58,0.4350,0.0414
110.09,0.3087,0.2048
112.29,0.3270,-0.0184
114.98,0.5136,0.0911
116.18,0.6440,-0.0837
117.55,0.8514,-0.0936
117.98,0.6492,-0.2057
123.98,0.8486,-0.2927
125.18,0.6521,-0.2301
127.48,0.4383,-0.2109
