elapsed_s,frontier_x_m,frontier_y_m
7.78,-1.6751,-0.0919
7.78,-0.3251,-0.8419
7.78,0.4749,-0.6419
7.78,0.4249,0.6581
7.78,-0.7251,0.8081
7.78,-0.4751,0.9581
9.04,-1.6751,-0.0919
9.04,-0.3251,-0.8419
9.04,-0.7251,0.8081
9.04,-0.4751,0.9581
10.38,-1.6751,-0.0919
10.38,-0.3251,-0.8419
10.38,-0.7251,0.8081
10.38,-0.4751,0.9581
12.48,-1.6751,-0.0919
12.48,-0.3251,-0.8419
12.48,-0.7251,0.8081
12.48,-0.4751,0.9581
14.04,-1.6751,-0.0919
14.04,-0.3251,-0.8419
14.04,-0.7251,0.8081
14.04,-0.4751,0.9581
16.27,-1.6751,-0.0919
16.27,-0.3251,-0.8419
16.27,-0.7251,0.8081
16.27,-0.4751,0.9581
18.02,-1.6751,-0.0919
18.02,-0.3251,-0.8419
18.02,-0.7251,0.8081
18.02,-0.4751,0.9581
20.70,-1.6751,-0.0919
20.70,-0.3251,-0.8419
20.70,-0.7251,0.8081
20.70,-0.4751,0.9581
22.84,-1.6751,-0.0919
22.84,-0.3251,-0.8419
22.84,-0.7251,0.8081
22.84,-0.4751,0.9581
24.78,-1.6751,-0.0919
24.78,-0.3251,-0.8419
24.78,-0.7251,0.8081
24.78,-0.4751,0.9581
26.79,-1.9357,0.7081
26.79,0.0143,0.9581
28.21,0.0143,0.9581
29.59,0.0143,0.9581
30.70,0.0143,0.9581
32.60,0.0143,0.9581
33.78,0.0143,0.9581
35.88,0.0143,0.9581
37.82,0.0143,0.9581
39.59,0.0143,0.9581
41.79,0.0143,0.9581
42.89,0.0143,0.9581
45.90,0.0143,0.9581
47.55,0.0143,0.9581
