elapsed_s,area_m2,percent_known,known_cells,total_cells
2.28,3.160,35.15,1264,3596
4.09,3.160,35.15,1264,3596
7.34,4.235,44.93,1694,3770
8.66,4.285,45.46,1714,3770
10.67,4.295,44.88,1718,3828
12.29,4.360,45.56,1744,3828
14.25,4.378,45.06,1751,3886
17.03,4.398,45.27,1759,3886
20.74,4.400,45.29,1760,3886
22.40,4.423,45.52,1769,3886
23.99,4.485,46.17,1794,3886
27.32,4.490,46.22,1796,3886
29.34,4.493,45.56,1797,3944
30.64,4.608,46.73,1843,3944
32.39,4.703,47.69,1881,3944
34.24,4.823,48.20,1929,4002
36.26,4.823,48.20,1929,4002
38.56,4.830,48.28,1932,4002
40.40,4.830,48.28,1932,4002
42.90,4.835,48.33,1934,4002
44.41,4.843,48.40,1937,4002
46.45,4.843,48.40,1937,4002
49.47,4.845,48.43,1938,4002
