elapsed_s,x_m,y_m
3.97,0.0000,0.0000
21.66,-0.2066,0.0059
24.05,0.0093,-0.0106
25.65,0.1842,-0.1351
26.85,0.3872,-0.2076
27.75,0.6349,-0.1974
28.05,0.8391,-0.1678
29.95,0.9776,-0.0152
31.95,0.8368,0.1771
33.15,0.7366,0.3551
34.35,0.6951,0.5662
35.75,0.6226,0.8198
39.75,0.7836,0.2357
41.26,0.7382,0.4449
43.85,0.8102,0.8487
45.75,0.6063,0.7807
46.15,0.5291,0.5359
46.45,0.4633,0.2971
47.65,0.2462,0.2478
48.27,0.0182,0.2100
50.75,-0.0388,0.0165
52.05,0.1507,0.3652
53.25,0.2676,0.1841
54.35,0.2782,-0.0492
57.23,0.2112,0.1462
60.56,0.0723,0.3677
62.25,-0.1210,0.4332
63.45,-0.2815,0.2900
64.75,-0.4283,0.4527
66.95,-0.2148,0.4460
68.25,0.0157,0.4858
71.35,0.4061,0.8850
72.86,0.6257,1.0034
