elapsed_s,x_m,y_m
5.76,0.0000,0.0000
43.19,-0.1612,-0.1212
44.39,-0.3543,-0.2500
49.49,-0.2073,-0.0855
55.59,-0.3162,0.1118
56.29,-0.0441,0.0378
57.29,0.1527,-0.0395
61.59,-0.0669,0.0516
62.80,-0.2455,0.1639
63.99,-0.3751,0.3237
64.50,-0.1889,0.2395
68.39,-0.0055,0.1125
70.42,-0.0480,0.3294
71.78,0.0937,0.0925
72.99,0.0215,0.2792
77.19,0.0673,0.0699
86.89,0.2591,0.1501
89.09,0.1469,-0.0212
89.89,-0.0576,-0.0789
92.71,0.1291,-0.1824
96.99,-0.1203,-0.1552
101.89,0.0103,-0.3072
103.69,-0.2171,-0.1282
106.59,-0.1367,-0.3189
108.19,-0.3329,-0.2475
109.39,-0.4811,-0.0265
110.39,-0.4228,0.1692
116.39,-0.6295,0.1794
117.49,-0.5254,0.3688
117.99,-0.2750,0.4719
120.89,-0.3544,0.6728
122.29,-0.0735,0.6551
123.99,0.1496,0.4330
125.29,0.1639,0.2008
130.69,0.2445,0.3979
132.65,0.2082,0.1392
135.79,0.3990,0.0624
137.70,0.2078,-0.0844
138.79,-0.0538,-0.0636
144.09,0.2008,-0.1128
146.69,0.0039,-0.0754
148.99,0.2098,-0.1196
153.19,0.0067,-0.0777
158.29,0.2135,-0.1245
161.19,-0.0187,-0.0784
163.59,0.1855,-0.1333
167.39,-0.0338,-0.0754
172.59,0.1749,-0.1647
175.19,-0.0330,-0.1038
177.79,-0.1779,-0.2521
179.91,-0.3214,-0.0936
181.19,-0.2085,0.1162
181.70,-0.0386,0.2729
183.29,-0.2495,0.2037
184.10,-0.4861,0.2304
185.48,-0.2965,0.3797
186.10,-0.2063,0.6054
187.09,-0.0036,0.6939
188.21,0.2601,0.5728
189.49,0.3603,0.2659
190.90,0.3956,0.0667
192.76,0.3221,0.2642
