elapsed_s,area_m2,percent_known,known_cells,total_cells
3.58,4.158,73.52,1663,2262
5.74,4.158,73.52,1663,2262
8.14,4.158,73.52,1663,2262
9.65,4.158,73.52,1663,2262
11.41,4.158,73.52,1663,2262
13.13,4.158,73.52,1663,2262
14.92,4.158,73.52,1663,2262
16.55,4.158,73.52,1663,2262
18.42,4.158,73.52,1663,2262
20.42,4.158,73.52,1663,2262
22.40,4.158,73.52,1663,2262
24.40,4.158,73.52,1663,2262
26.40,4.158,73.52,1663,2262
28.41,4.158,73.52,1663,2262
30.42,4.158,73.52,1663,2262
32.41,4.158,73.52,1663,2262
34.40,4.158,73.52,1663,2262
36.48,4.158,73.52,1663,2262
38.44,4.158,73.52,1663,2262
40.44,4.158,73.52,1663,2262
42.40,4.158,73.52,1663,2262
44.64,4.955,87.62,1982,2262
46.50,5.073,89.70,2029,2262
48.80,5.170,89.14,2068,2320
50.64,5.170,89.14,2068,2320
52.40,5.215,89.91,2086,2320
54.43,5.233,90.22,2093,2320
56.44,5.338,90.47,2135,2360
58.67,5.340,90.51,2136,2360
60.41,5.340,90.51,2136,2360
62.40,5.340,90.51,2136,2360
64.43,5.340,90.51,2134,2360
66.79,5.340,90.51,2134,2360
68.43,5.340,90.51,2135,2360
70.57,5.340,90.51,2135,2360
72.40,5.340,90.51,2135,2360
74.41,5.340,90.51,2135,2360
76.43,5.340,90.51,2135,2360
78.50,5.345,90.59,2138,2360
80.41,5.345,90.59,2138,2360
82.40,5.345,90.59,2138,2360
84.42,5.345,90.59,2138,2360
86.46,5.345,90.59,2138,2360
88.85,5.365,90.93,2146,2360
90.43,5.365,90.93,2146,2360
92.54,5.368,90.97,2147,2360
95.10,5.370,91.02,2148,2360
96.56,5.370,91.02,2148,2360
98.75,5.370,91.02,2148,2360
100.42,5.370,91.02,2148,2360
102.40,5.370,91.02,2148,2360
104.41,5.370,91.02,2148,2360
106.46,5.465,91.08,2186,2400
108.71,5.500,91.67,2200,2400
110.43,5.565,92.75,2226,2400
112.41,5.565,92.75,2226,2400
114.42,5.565,92.75,2226,2400
116.75,5.588,93.12,2235,2400
118.41,5.588,93.12,2235,2400
120.41,5.590,93.17,2236,2400
122.84,5.595,93.25,2238,2400
124.45,5.595,93.25,2238,2400
126.44,5.595,93.25,2238,2400
128.45,5.595,93.25,2238,2400
130.50,5.595,93.25,2234,2400
132.41,5.595,93.25,2235,2400
134.42,5.595,93.25,2235,2400
136.47,5.610,91.97,2244,2440
138.45,5.610,91.97,2244,2440
140.41,5.610,91.97,2244,2440
142.44,5.610,91.97,2244,2440
144.79,5.610,91.97,2244,2440
146.43,5.610,91.97,2244,2440
148.41,5.610,91.97,2244,2440
150.46,5.610,91.97,2244,2440
152.43,5.610,91.97,2244,2440
154.42,5.610,91.97,2244,2440
156.42,5.610,91.97,2244,2440
158.60,5.610,91.97,2244,2440
160.41,5.610,91.97,2244,2440
162.43,5.610,91.97,2244,2440
164.87,5.668,90.64,2267,2501
166.42,5.668,90.64,2267,2501
168.41,5.668,90.64,2267,2501
170.42,5.668,90.64,2267,2501
172.62,5.668,90.64,2267,2501
174.44,5.670,90.68,2268,2501
176.43,5.670,90.68,2268,2501
178.66,5.670,90.68,2268,2501
180.51,5.690,91.00,2276,2501
182.56,5.690,91.00,2276,2501
185.47,5.698,91.12,2279,2501
186.60,5.698,91.12,2279,2501
188.81,5.715,91.40,2286,2501
190.47,5.715,91.40,2286,2501
192.43,5.715,91.40,2286,2501
194.48,5.738,91.76,2295,2501
196.42,5.738,91.76,2295,2501
198.47,5.738,91.76,2295,2501
200.47,5.738,91.76,2295,2501
202.45,5.738,91.76,2295,2501
204.48,5.738,91.76,2295,2501
206.43,5.738,91.76,2295,2501
208.45,5.738,91.76,2295,2501
210.46,5.738,91.76,2295,2501
212.54,5.738,91.76,2295,2501
214.77,5.738,91.76,2295,2501
216.50,5.738,91.76,2295,2501
