elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
18.38,0.0000,0.0000,-0.0067,-0.0008,0.0000,0.0000,-0.0067,-0.0008
22.37,-0.0051,-0.0002,-0.0122,-0.0029,-0.0051,-0.0002,-0.0122,-0.0029
23.53,-0.0149,-0.0021,-0.0193,-0.0092,-0.0149,-0.0021,-0.0193,-0.0092
25.07,-0.0287,-0.0091,-0.0296,-0.0193,-0.0287,-0.0091,-0.0296,-0.0193
26.09,-0.0478,-0.0348,-0.0389,-0.0328,-0.0478,-0.0348,-0.0389,-0.0328
27.10,-0.0515,-0.0505,-0.0456,-0.0496,-0.0515,-0.0505,-0.0456,-0.0496
28.17,-0.0518,-0.0677,-0.0478,-0.0702,-0.0518,-0.0677,-0.0478,-0.0702
29.17,-0.0482,-0.0861,0.0157,0.0007,-0.0482,-0.0861,0.0157,0.0007
30.27,-0.0399,-0.1119,0.1025,0.0985,-0.0399,-0.1119,0.1025,0.0985
30.57,0.2701,0.3197,0.1914,0.1943,0.2701,0.3197,0.1914,0.1943
30.77,0.3822,0.4382,0.2512,0.2644,0.3822,0.4382,0.2512,0.2644
31.79,0.3927,0.4117,0.3483,0.3899,0.3927,0.4117,0.3483,0.3899
