elapsed_s,x_rel_raw_m,y_rel_raw_m,x_rel_smooth_m,y_rel_smooth_m,x_explored_raw_m,y_explored_raw_m,x_explored_smooth_m,y_explored_smooth_m
14.43,0.0000,0.0000,-0.0060,-0.0003,0.0000,0.0000,-0.0060,-0.0003
18.03,-0.0015,-0.0001,-0.0124,-0.0007,-0.0015,-0.0001,-0.0124,-0.0007
19.14,-0.0166,-0.0008,-0.0192,-0.0015,-0.0166,-0.0008,-0.0192,-0.0015
20.23,-0.0314,-0.0021,-0.0322,-0.0036,-0.0314,-0.0021,-0.0322,-0.0036
21.24,-0.0463,-0.0044,-0.0476,-0.0070,-0.0463,-0.0044,-0.0476,-0.0070
22.35,-0.0653,-0.0105,-0.0624,-0.0123,-0.0653,-0.0105,-0.0624,-0.0123
23.36,-0.0785,-0.0175,-0.0773,-0.0210,-0.0785,-0.0175,-0.0773,-0.0210
24.43,-0.0902,-0.0269,0.0283,0.0047,-0.0902,-0.0269,0.0283,0.0047
25.52,-0.1060,-0.0455,0.1341,0.0253,-0.1060,-0.0455,0.1341,0.0253
25.93,0.4817,0.1238,0.1872,0.0360,0.4817,0.1238,0.1872,0.0360
27.03,0.4633,0.0926,0.2797,0.0570,0.4633,0.0926,0.2797,0.0570
