elapsed_s,area_m2,percent_known,known_cells,total_cells
7.85,4.723,84.98,1889,2223
8.88,4.723,84.98,1889,2223
9.97,4.723,84.98,1889,2223
11.05,4.723,84.98,1889,2223
12.19,4.723,84.98,1889,2223
12.78,4.723,84.98,1889,2223
13.40,4.723,84.98,1889,2223
14.33,4.723,84.98,1889,2223
15.32,4.723,84.98,1889,2223
16.31,4.723,84.98,1889,2223
17.44,4.723,84.98,1889,2223
18.31,4.723,84.98,1889,2223
19.43,4.723,84.98,1889,2223
20.33,4.723,84.98,1889,2223
21.44,4.723,84.98,1889,2223
22.31,4.723,84.98,1889,2223
23.35,4.723,84.98,1889,2223
24.77,5.443,96.24,2177,2262
25.31,5.443,96.24,2177,2262
26.32,5.443,96.24,2177,2262
27.45,5.565,96.74,2226,2301
