elapsed_s,x_m,y_m
7.58,0.0000,0.0000
24.29,0.2099,0.0163
27.88,0.1561,0.2138
28.54,-0.0812,0.1240
29.69,-0.2805,0.0405
30.88,-0.4554,-0.0797
32.08,-0.6126,-0.2647
32.68,-0.6960,-0.4933
33.28,-0.7433,-0.7402
34.08,-0.7684,-0.9463
35.68,-0.7878,-0.7310
36.88,-0.6943,-0.5186
41.88,-0.9033,-0.4205
42.88,-1.0746,-0.5298
43.33,-1.0797,-0.7917
44.78,-0.9034,-0.8869
45.40,-0.6686,-0.8382
45.98,-0.4968,-0.7290
74.88,-0.3517,-0.5809
80.08,-0.4760,-0.7589
81.78,-0.4601,-0.5444
82.38,-0.2845,-0.4427
83.98,-0.0914,-0.3825
88.78,-0.3050,-0.4168
