elapsed_s,x_m,y_m
14.70,0.0000,0.0000
43.09,0.1029,0.1849
45.55,-0.0400,0.3378
46.14,-0.1771,0.1826
47.33,-0.2744,-0.0212
48.29,-0.2619,-0.3196
49.40,-0.0039,-0.6505
57.99,0.0295,-0.4485
60.99,0.0155,-0.6591
64.99,0.0424,-0.8774
67.30,0.0062,-0.6672
86.15,-0.1752,-0.4793
86.89,-0.3175,-0.3025
89.89,-0.2560,-0.5175
94.35,-0.2786,-0.2822
95.83,-0.2991,-0.5984
96.39,-0.2426,-0.8143
97.49,-0.2537,-0.5300
97.69,-0.0362,-0.1996
99.19,-0.1215,-0.4146
100.19,-0.3223,-0.3764
102.19,-0.0549,-0.3852
105.99,0.1359,-0.2735
108.30,0.2123,-0.4667
109.69,0.0341,-0.5640
111.09,-0.2133,-0.6309
112.30,-0.3839,-0.5240
113.50,-0.5331,-0.3457
114.58,-0.6505,-0.1794
117.79,-0.4868,-0.3030
118.49,-0.4186,-0.5574
118.99,-0.3572,-0.8315
