metric,value
rows,10
duration_s,10.890000
total_distance_m,0.725486
start_x_m,0.000000
start_y_m,0.000000
end_x_m,0.424300
end_y_m,0.007600
max_segment_speed_mps,1.179015
mean_segment_speed_mps,0.259493
speed_spike_threshold_mps,0.800000
speed_spike_count,2
end_stable_x_m,0.424300
end_stable_y_m,0.007600
end_jump_flag,0
end_jump_distance_m,0.000000
end_jump_dt_s,0.000000
