elapsed_s,frontier_x_m,frontier_y_m
2.42,0.2451,-1.0641
2.42,-0.4549,-0.8641
2.42,0.9951,-0.7141
2.42,1.4951,-0.6641
2.42,-1.0049,-0.5141
2.42,1.1951,-0.6141
2.42,1.2951,-0.6641
2.42,1.7451,-0.5141
2.42,0.1951,-0.4141
2.42,1.5451,-0.3141
2.42,-0.9549,-0.2141
2.42,-0.9549,-0.1141
2.42,0.7451,0.2859
2.42,-1.0049,0.3359
2.42,-0.6049,0.6859
2.42,0.4951,0.4359
2.42,-0.8549,0.4359
2.42,0.2451,0.5859
2.42,-0.2549,0.8859
2.42,0.2951,0.6859
2.42,-0.5049,0.7359
2.42,-0.1049,0.9859
4.68,0.2451,-1.0641
4.68,-0.4549,-0.8641
4.68,0.9951,-0.7141
4.68,1.4951,-0.6641
4.68,-1.0049,-0.5141
4.68,1.1951,-0.6141
4.68,1.2951,-0.6641
4.68,1.7451,-0.5141
4.68,0.1951,-0.4141
4.68,1.5451,-0.3141
4.68,-0.9549,-0.2141
4.68,-0.9549,-0.1141
4.68,0.7451,0.2859
4.68,-1.0049,0.3359
4.68,-0.6049,0.6859
4.68,0.4951,0.4359
4.68,-0.8549,0.4359
4.68,0.2451,0.5859
4.68,-0.2549,0.8859
4.68,0.2951,0.6859
4.68,-0.5049,0.7359
4.68,-0.1049,0.9859
6.30,0.2451,-1.0641
6.30,-0.4549,-0.8641
6.30,0.9951,-0.7141
6.30,1.4951,-0.6641
6.30,-1.0049,-0.5141
6.30,1.1951,-0.6141
6.30,1.2951,-0.6641
6.30,1.7451,-0.5141
6.30,0.1951,-0.4141
6.30,1.5451,-0.3141
6.30,-0.9549,-0.2141
6.30,-0.9549,-0.1141
6.30,0.7451,0.2859
6.30,-1.0049,0.3359
6.30,-0.6049,0.6859
6.30,0.4951,0.4359
6.30,-0.8549,0.4359
6.30,0.2451,0.5859
6.30,-0.2549,0.8859
6.30,0.2951,0.6859
6.30,-0.5049,0.7359
6.30,-0.1049,0.9859
8.34,0.2451,-1.0641
8.34,-0.4549,-0.8641
8.34,0.9951,-0.7141
8.34,1.4951,-0.6641
8.34,-1.0049,-0.5141
8.34,1.1951,-0.6141
8.34,1.2951,-0.6641
8.34,1.7451,-0.5141
8.34,0.1951,-0.4141
8.34,1.5451,-0.3141
8.34,-0.9549,-0.2141
8.34,-0.9549,-0.1141
8.34,0.7451,0.2859
8.34,-1.0049,0.3359
8.34,-0.6049,0.6859
8.34,0.4951,0.4359
8.34,-0.8549,0.4359
8.34,0.2451,0.5859
8.34,-0.2549,0.8859
8.34,0.2951,0.6859
8.34,-0.5049,0.7359
8.34,-0.1049,0.9859
10.30,0.2451,-1.0641
10.30,0.9451,-0.7141
10.30,-0.5549,-0.8641
10.30,1.5451,-0.6641
10.30,-0.8049,-0.7141
10.30,1.1951,-0.6141
10.30,1.2951,-0.6641
10.30,-1.1049,-0.5141
10.30,-0.9549,-0.4641
10.30,-1.3549,-0.3641
10.30,-1.2549,-0.3641
10.30,-0.6049,0.5859
10.30,0.4451,0.4859
10.30,0.2451,0.5859
10.30,-0.4549,0.8359
10.30,-0.2549,0.8859
10.30,0.2951,0.6859
12.15,0.2451,-1.0641
12.15,0.9451,-0.8141
12.15,-0.8549,-0.7641
12.15,-1.1049,-0.5141
12.15,-0.9549,-0.4641
12.15,-1.3549,-0.3641
12.15,-0.4549,0.8859
12.15,-0.2549,0.8359
12.15,-0.3549,1.1359
14.23,0.2451,-1.0641
14.23,0.9451,-0.8141
14.23,-0.8549,-0.7641
14.23,-1.1049,-0.5141
14.23,-0.9549,-0.4641
14.23,-1.3549,-0.3641
14.23,-0.4549,0.8859
14.23,-0.2549,0.8359
14.23,-0.3549,1.1359
16.35,0.2451,-1.0641
16.35,0.9451,-0.9141
16.35,-1.1049,-0.5141
16.35,-0.3049,0.6859
16.35,-0.2549,0.7359
18.38,0.2451,-1.0641
18.38,0.9451,-0.9141
18.38,-1.1049,-0.5141
18.38,-0.3049,0.6859
18.38,-0.2549,0.7359
20.63,0.2451,-1.0641
20.63,0.9451,-0.9141
20.63,-1.1049,-0.5141
20.63,-0.3049,0.6859
20.63,-0.2549,0.7359
22.19,0.6451,-1.7094
22.19,0.4951,-1.1594
22.19,0.2451,-1.0594
24.17,0.6451,-1.7094
24.17,0.4951,-1.1594
24.17,0.2451,-1.0594
27.45,0.1391,-0.7594
27.45,0.3391,-0.7094
30.55,0.1221,-0.5692
30.55,0.2721,-0.6192
32.16,0.1221,-0.5692
32.16,0.2721,-0.6192
34.23,0.1221,-0.5692
34.23,0.2721,-0.6192
36.29,0.1221,-0.5692
36.29,0.2721,-0.6192
38.38,0.1221,-0.5692
38.38,0.2721,-0.6192
40.36,0.1221,-0.5692
40.36,0.2721,-0.6192
